,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.005437374114990234,0.0005513187497854233,0.21306888461112977
posterior_sigma,0.007492005825042725,0.0004834001883864403,0.19057782292366032
posterior_beta3,1.4226317405700684,0.010921685695648194,4.236437886953352
posterior_rho,0.1542835235595703,0.0011472617089748382,0.4567988350987433
posterior_g1,0.0975557199080197,0.002138258069753647,0.8402754843235014
posterior_g2,0.0025718212127685547,0.0008641070127487182,0.3381202787160873
posterior_g3,0.05462843179702759,0.0008064715564250946,0.31659603118896484
posterior_g4,0.22197580337524414,0.0012999691069126129,0.508378358185291
