,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.0028945207595825195,0.0005999182909727096,0.23882805034518234
posterior_sigma,0.02173137664794922,0.00048582103103399275,0.1934168010950088
posterior_beta3,0.2820415496826172,0.010137948989868164,3.993286299705504
posterior_rho,0.02338138222694397,0.0018656502664089203,0.7181872483342884
posterior_g1,0.10781661361859163,0.002160725891590118,0.848020958900451
posterior_g2,0.14056050777435303,0.0009339410811662674,0.37046715468168256
posterior_g3,0.04927802085876465,0.0007995844632387162,0.3129701808094977
posterior_g4,0.0720563530921936,0.001138182356953621,0.44287151247262946
