,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho,posterior_g1,posterior_g2,posterior_g3,posterior_g4
0,-0.46233416,1.0558593,10.614919,0.17906472,2.5514925,0.88023174,0.90889674,0.86690116
1,0.5908146,0.950963,4.7264347,0.113760725,2.6871705,0.9049677,0.8473356,0.83150536
2,-0.7159478,0.8567299,13.127317,0.5933894,2.6990137,0.92821324,0.8698644,0.85216415
3,-0.2851509,1.1435101,6.975675,0.3569828,2.6397107,0.7581971,0.8644751,0.88315266
4,-0.7127147,0.87560105,11.255091,0.6833368,2.6402745,0.86054564,0.88139945,0.80332714
5,0.42205328,1.0818228,3.3254752,0.3145002,2.7193205,0.84267217,0.82114255,0.7899769
6,0.4178248,1.0375649,5.382518,0.80860376,2.6814504,0.9079902,0.86473125,0.96484345
7,-0.25821888,1.1559465,13.913749,0.36413223,2.5034797,0.8496395,0.8538576,0.843244
8,0.7059589,0.81495947,10.880709,0.79368347,2.401564,0.83668184,0.90789366,0.9289087
9,0.47229412,1.0212445,10.152645,0.47346073,2.6416988,0.98858887,0.8520708,0.96867496
10,-0.44051257,1.0967084,5.0151906,0.6729695,2.7009952,0.8628573,0.8572662,1.005007
11,0.08878367,1.203642,10.066249,0.7597813,2.424971,0.90900236,1.0333936,0.9368868
12,0.50092506,1.0378371,10.2063,0.7735514,2.6409533,0.8694414,0.90634996,0.82574034
13,0.57945716,0.9973477,9.705608,0.7580938,2.7395685,0.7104682,0.8516524,0.9442463
14,0.7015843,0.8393728,12.437866,0.7382861,2.489707,0.94120663,0.8921606,0.7591139
15,-0.35211888,1.1578172,4.559767,0.30242392,2.610164,0.8147306,0.89503545,0.9430698
16,-0.8476947,0.6001586,10.368345,0.67435896,2.5428393,0.91952574,0.8125446,0.83268625
17,0.62462467,0.903015,11.144143,0.9563683,2.3790445,0.96800405,1.058704,1.0315353
18,-0.035220515,1.2585009,10.369784,0.7254512,2.6985152,0.9108407,0.8794716,0.8967522
19,0.3447107,1.1279867,7.508338,0.5450782,2.5771012,0.861056,0.9214327,0.77496046
20,0.0034672006,1.183448,10.629542,0.42072308,2.486494,0.92687607,0.9371008,0.91187036
21,-0.1790163,1.202655,11.902216,0.74721926,2.6695886,0.87183994,0.85879034,0.9439716
22,0.11176464,1.1763215,10.661385,0.11570533,2.6885579,0.8877036,0.79520357,0.9514185
23,0.34229872,1.0810698,8.617016,0.0422524,2.3624742,0.9028236,1.0278063,1.1096313
24,-0.6630045,0.8943967,14.770844,0.85339224,2.551344,0.80709785,0.87419695,1.0024906
25,-0.8242538,0.64500403,12.512274,0.66181225,2.4418526,1.0342356,0.9382899,0.9279916
26,0.36524084,1.0859951,8.84969,0.17272192,2.416361,0.9631211,0.8905895,1.0913311
27,0.46848682,1.0625609,9.023513,0.45141566,2.5807955,0.9539898,0.89140403,1.0493551
28,-0.099713616,1.2102509,12.628123,0.94164455,2.4363348,0.9293618,0.8382521,0.9902872
29,0.35145983,1.0760145,3.0621164,0.25690576,2.6757648,0.88773644,0.84563065,0.9444806
30,0.023391802,1.2445359,13.51337,0.43900913,2.6169171,0.8907527,0.86601496,0.9862182
31,-0.44068,1.0888218,11.754493,0.074644074,2.845581,0.83375275,0.84825325,0.9312984
32,-0.545315,1.0139315,4.8551493,0.09408703,2.6350324,0.8287244,0.9556433,0.8516937
