,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.09071478247642517,0.0007918436825275422,0.30801900029182433
posterior_sigma,0.03056025505065918,0.0004490262269973755,0.1756106033921241
posterior_beta3,1.2660293579101562,0.01414259672164917,5.569685339927672
posterior_rho,0.034163713455200195,0.001610848903656006,0.6283057853579521
posterior_g1,0.05677453369305452,0.0023180264234542846,0.9026013016700745
posterior_g2,0.035372376441955566,0.0010361706465482712,0.4096509963274
posterior_g3,0.04109609127044678,0.0009711640328168868,0.3811472713947297
posterior_g4,0.14461445808410645,0.001369819939136505,0.5386902526021004
