,Absolute Bias,Standard Error,95% CI Length
posterior_phi,0.5143858017399907,0.004327768981456756,1.551476576924324
posterior_sigma,0.06850659847259521,0.0014420896768569946,0.5435049176216126
posterior_beta3,3.6338720321655273,0.037066242694854735,12.294725412130354
posterior_rho,0.00033536553382873535,0.0029259830713272094,0.9547452087514102
posterior_g1,0.04434768051312288,0.0010667871683835983,0.42464844584465
posterior_g2,0.14744865894317627,0.0007159470021724701,0.2792396038770676
posterior_g3,0.11749356985092163,0.000662514865398407,0.2644677579402923
posterior_g4,0.15808945894241333,0.000821903795003891,0.3212672665715216
