,posterior_g1,posterior_g2,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.1044805,0.06137086,0.70831865,0.34190586,3.4984405,0.34069592
1,1.9895445,0.069563195,0.22740497,0.5126718,4.513799,0.23608218
2,2.1655354,0.1032019,0.7064884,0.40784103,3.7691154,0.3057244
3,2.0470731,0.06908815,0.5057336,0.4571629,3.7700617,0.29692468
4,2.0243216,0.09424637,0.48778462,0.57663995,4.8740287,0.20147881
5,2.2236106,0.064510055,0.71081096,0.55633795,3.2213473,0.40672594
6,1.7876476,0.0708568,0.04540795,0.58810836,5.417195,0.17291227
7,1.7432172,0.092987865,0.035949744,0.6941738,5.83839,0.1704511
8,2.1823242,0.06598464,0.66837907,0.46456423,3.6467526,0.31448174
9,2.256302,0.08942624,0.7555145,0.44566214,3.5855372,0.33607557
10,2.0199225,0.086901516,0.77134776,0.24891345,3.7763612,0.3088489
11,2.2573674,0.077627406,0.7053772,0.47338846,3.4762883,0.3272457
12,2.383201,0.047870133,0.77386844,0.46314538,3.4544747,0.3572608
13,1.9722486,0.10543348,0.3737351,0.41208327,3.519174,0.35214743
14,2.4117312,0.067861766,0.73495066,0.511978,3.183358,0.3803469
15,2.020175,0.06261951,0.48205695,0.48632586,4.717443,0.22471532
16,2.150834,0.05119234,0.6237897,0.43220788,4.3480043,0.25343555
17,2.226577,0.12659897,0.8228519,0.38985643,3.3722568,0.3355313
18,1.983881,0.106826596,0.8352936,0.23172623,3.8467617,0.2958754
19,2.158053,0.099691205,0.59314555,0.57753325,3.9855614,0.27689138
20,1.9126811,0.09133443,0.20185304,0.49681807,4.651081,0.2304129
21,2.0937026,0.10487618,0.67493796,0.46344802,4.3148193,0.25349116
22,2.1450796,0.096692555,0.8250099,0.33102652,3.336458,0.37410113
23,1.9270287,0.09111298,0.37958738,0.37879905,4.0257792,0.2826116
24,2.2227478,0.039121058,0.70072985,0.5004844,3.8749495,0.29672846
25,2.3722425,0.11273951,0.7702254,0.4696534,2.9453423,0.4311938
26,2.0187154,0.0353746,0.624661,0.33983988,3.957107,0.2983536
27,2.1348534,0.08654366,0.7391209,0.3915102,3.6731966,0.31372148
28,1.9711651,0.08323126,0.29996276,0.57093513,4.4379196,0.2320434
29,2.2236598,0.12749265,0.5732622,0.50207216,3.3734484,0.3332214
30,1.7446499,0.06462306,0.13755247,0.5754189,5.916085,0.19006965
31,1.7868146,0.06791837,0.06352548,0.64568996,5.144447,0.19263779
32,2.1458635,0.068599395,0.7555432,0.37760067,3.281774,0.37370455
33,2.242488,0.06571013,0.6867256,0.48001713,3.86658,0.28802118
34,1.8280356,0.06534552,0.42477316,0.558907,5.365453,0.18909396
35,2.1023018,0.06635268,0.7123941,0.3695008,4.3266716,0.25822076
36,1.9660821,0.08431829,0.64611167,0.35605702,4.4463296,0.25361118
37,1.8443965,0.103464395,0.26168427,0.5602334,5.2869205,0.18216655
38,2.216021,0.06793247,0.6491558,0.50229996,3.5685484,0.2952299
39,1.9931307,0.10787595,0.6410045,0.4068558,3.8049905,0.3051679
40,2.1685672,0.06375865,0.7575259,0.35652855,3.4829628,0.32365873
41,2.24524,0.074768774,0.7882175,0.40145782,3.4641168,0.31603888
42,1.8296162,0.036504168,0.22687197,0.61770785,5.260797,0.20685823
43,2.130432,0.08039541,0.7577258,0.39089644,3.6061702,0.31928453
44,2.1906888,0.08972706,0.6715005,0.4847228,3.3883386,0.33874604
45,2.1979795,0.05791495,0.742944,0.33310378,3.5800064,0.33141908
46,1.8564671,0.058791358,0.17162928,0.56354976,4.9766455,0.21144925
47,2.1120741,0.04237567,0.71327335,0.34504095,3.7520714,0.30030707
48,2.417627,0.05695913,0.81589174,0.44630882,3.514992,0.31258342
49,2.3943582,0.08976524,0.79773355,0.48147652,3.0095162,0.39565462
50,2.3876276,0.043243386,0.755333,0.47481704,3.4998648,0.33083567
51,2.0867538,0.07825294,0.68588364,0.36956894,3.7870338,0.2983213
52,2.1414163,0.04097022,0.70697576,0.3962937,3.8003716,0.2994528
53,2.3088217,0.063973196,0.6900824,0.49621752,3.1221633,0.3963617
54,2.0905302,0.06722388,0.79583275,0.3108955,4.0459394,0.2723465
55,2.1210082,0.040709972,0.74362105,0.45773256,3.3083682,0.35643572
56,1.9614149,0.026561769,0.38080817,0.49112904,4.459456,0.25590852
57,2.0634098,0.060766656,0.52127415,0.41040957,4.197764,0.2745079
58,2.0623236,0.07632521,0.71749973,0.3858234,4.104188,0.2672072
59,1.9498235,0.052426245,0.3565929,0.44843,4.297237,0.26677322
60,2.0969605,0.058448043,0.6616562,0.40956217,4.3602,0.25458542
61,2.349099,0.03735408,0.73173195,0.43569013,4.0185447,0.29408947
62,1.9457346,0.07072196,0.24964397,0.5024467,5.0657325,0.20171961
63,2.1375089,0.100726806,0.6351737,0.49908185,3.6765063,0.29803777
64,2.0290997,0.094947174,0.707989,0.30097887,4.177627,0.27655262
65,2.3789785,0.09589135,0.74120224,0.55275226,2.882198,0.4027344
66,1.7651337,0.0364521,0.34484276,0.4982392,5.3021283,0.22767887
67,2.081511,0.080641136,0.5846301,0.48246107,4.3709235,0.24618894
68,2.0952687,0.060879443,0.63144606,0.524817,3.538269,0.34314972
69,2.095545,0.080300026,0.58327687,0.42927766,4.3673434,0.24576287
70,2.069965,0.121648334,0.7604848,0.26114073,3.7913036,0.29135233
71,1.9869596,0.112240195,0.64106476,0.36921427,3.758735,0.3365098
72,2.2684503,0.0580445,0.83170736,0.3335654,3.5109649,0.3560656
73,1.9605536,0.09153344,0.37702966,0.48075458,4.382376,0.25893235
74,2.0618658,0.092896834,0.5171944,0.38709864,4.2249084,0.23983802
75,2.386721,0.028828649,0.7305224,0.49704027,3.5759976,0.32328334
76,2.2681422,0.058310885,0.689143,0.44374105,3.5950623,0.31170627
77,1.7657778,0.08146001,0.2426108,0.6951389,5.9047613,0.1875904
78,2.0821118,0.048090972,0.6718469,0.39499933,3.491727,0.35972098
79,2.294114,0.06830533,0.66322243,0.52946645,3.5995154,0.31842312
80,2.2970326,0.041742064,0.75824445,0.451564,3.6214368,0.28956807
81,2.1540506,0.039885454,0.77772033,0.33483788,3.7940247,0.29011244
82,2.0449224,0.13401684,0.8136719,0.3097946,4.161555,0.28390712
83,2.007246,0.048911497,0.57593936,0.36296847,4.367567,0.2674105
84,2.26424,0.0920682,0.77045757,0.43272316,3.611557,0.31224382
85,2.3321073,0.0482318,0.8376615,0.34865406,3.1722426,0.38822976
86,2.0703776,0.03193599,0.4424753,0.430866,3.2460957,0.3619556
87,1.8563293,0.07202602,0.36071172,0.5618214,5.5064583,0.20256819
88,2.1484292,0.09963527,0.6416789,0.5012157,3.5854855,0.33672017
89,1.8766017,0.079859,0.54268163,0.4903007,4.280546,0.26173577
90,2.1173992,0.0836974,0.5780039,0.45837167,4.068345,0.27558044
91,2.2618403,0.08329053,0.8219951,0.34723124,3.57336,0.29910097
92,2.5580752,0.051154867,0.7394112,0.5258241,3.064865,0.38825148
93,2.2960393,0.08785851,0.78862834,0.4501951,2.7987745,0.4795409
