,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.1717978,-0.13050322,-0.116878726,0.18716572,0.11902984,0.03760965168476105,2.605184316635132,0.85358083
1,2.542291,-0.37782273,-0.30283242,0.57455176,0.49386096,0.07169246673583984,2.0873899459838867,0.8466643
2,2.385122,-0.08539099,-0.1977367,0.21945392,-0.08652871,0.14567434787750244,2.1615936756134033,1.2390223
3,2.0187998,-0.03346633,-0.06041567,0.24657384,0.030918058,0.17718729376792908,2.97529673576355,0.97469884
4,2.4504807,-0.20149462,-0.23741351,0.4096105,-0.2370557,0.07490525394678116,2.1313188076019287,0.9676137
5,2.1763256,-0.07145106,-0.19181624,0.37782803,0.16167517,0.23204299807548523,2.5357625484466553,1.5001948
6,2.2824192,-0.03421602,-0.11101011,0.2791967,-0.114798725,0.1638421267271042,2.258352756500244,1.4728963
7,2.3882966,-0.099023946,-0.21700263,0.40494603,0.44966638,0.16376474499702454,2.1055843830108643,1.3671306
8,2.424411,0.09893548,-0.15469146,0.21305367,-0.26705715,0.16607438027858734,2.026932716369629,1.144652
9,2.0948348,-0.03355254,-0.0950414,0.1968534,0.209927,0.16736352443695068,2.8822381496429443,0.9731462
10,2.3453403,-0.07844991,-0.32480776,0.49465948,0.04116257,0.19178231060504913,2.4898788928985596,1.1188856
11,2.1706557,0.0052359584,-0.07556104,0.14588231,-0.085540876,0.14259245991706848,2.673616647720337,0.9157109
12,2.0771039,-0.058411773,-0.07918873,0.29958117,0.0650987,0.1352999210357666,3.020106077194214,0.8087101
13,2.210859,-0.006962824,0.010759462,0.044356134,-0.74877405,0.08208572864532471,2.4885284900665283,0.86987853
14,2.1967504,-0.037393782,-0.10563799,0.31278875,0.047094572,0.13305416703224182,2.6961007118225098,0.9176034
15,2.1927578,-0.112816304,-0.13495956,0.40531224,-0.44858265,0.11997908353805542,2.585453748703003,0.8873817
16,2.553605,-0.17405562,-0.21277247,0.26057187,-0.33580032,0.11357282102108002,1.9623826742172241,1.1781522
17,2.144858,0.065257065,-0.097892,0.25263238,-0.15175815,0.12833833694458008,2.3124310970306396,1.018582
18,2.2016637,-0.19770461,-0.27290615,0.6333957,0.509704,0.145589679479599,2.3958847522735596,0.9199677
19,2.1974428,-0.09949155,-0.017179886,0.2772407,0.10176558,0.11245051771402359,2.2900617122650146,1.0710127
20,2.123978,0.0048887036,-0.06947587,0.32836863,0.093044095,0.15385787189006805,2.923407793045044,0.9154884
21,2.149567,-0.13749717,-0.14051399,0.33436,0.5145583,0.07353861629962921,3.108213186264038,0.64923185
22,2.4502242,-0.18935141,-0.22732073,0.43555588,-0.1232563,0.1142878383398056,2.306865930557251,0.99339586
23,2.3589177,-0.1058971,-0.40097982,0.540482,-0.59416944,0.13471105694770813,2.325883388519287,0.947301
24,2.2171078,0.02131044,-0.19833602,0.44218248,0.20408422,0.1705138236284256,2.2531180381774902,1.250608
25,2.0362732,-0.20184219,-0.13531983,0.3420135,0.103407465,0.09761253744363785,3.6202285289764404,0.5443496
26,2.2678318,-0.20548426,-0.19484437,0.38384426,0.6957437,0.05491207167506218,2.626951217651367,0.78417796
27,2.3220372,-0.06274115,-0.30941,0.3812967,-0.09490018,0.12170597165822983,2.237135171890259,1.0689776
28,2.5141714,-0.18902151,-0.31098017,0.45076835,-0.49531242,0.1264113038778305,2.1881561279296875,0.9955052
29,2.1390347,-0.099878035,-0.05762629,0.27968723,0.053161934,0.12532386183738708,2.64458966255188,1.1691685
30,2.438134,-0.090725504,-0.23734748,0.28311956,-0.5682903,0.10256807506084442,2.245758056640625,1.0428907
31,2.4128494,-0.19488983,-0.3038666,0.5624592,-0.6575317,0.12122287601232529,2.373586893081665,0.9145803
32,2.3458169,-0.063726164,-0.28265893,0.4835983,-0.34725633,0.10893955081701279,2.103670597076416,1.0478302
33,2.3341987,-0.19905223,-0.1297584,0.38509554,0.22363806,0.0404023639857769,2.264901638031006,0.8580121
34,2.1898181,-0.27676138,-0.1173295,0.38416266,-0.18157639,0.07110165804624557,2.4630258083343506,0.93571043
35,2.1166987,-0.034442887,-0.028541941,0.12206208,0.62294555,0.09606712311506271,2.3785338401794434,1.032385
36,2.096561,-0.10101935,0.029917682,0.13700269,0.005924084,0.07926256209611893,2.4211182594299316,1.0310777
37,2.1894324,-0.0918261,-0.13093501,0.2521956,0.34720758,0.1474999338388443,2.7075135707855225,1.0821694
38,2.188331,-0.1420926,-0.2551113,0.31532472,0.55418015,0.09269378334283829,2.800079107284546,0.6664638
39,2.3548362,-0.053663082,-0.16400419,0.20466928,0.40463555,0.09005013108253479,2.1295645236968994,1.2010921
40,2.1289642,-0.07009319,-0.101854384,0.1845945,-0.47872508,0.13061340153217316,3.376189708709717,0.63012993
41,2.2346346,0.055580772,-0.14910789,0.35610244,0.05902117,0.16536642611026764,2.189755916595459,1.1527706
42,2.1748517,-0.06508803,-0.22358942,0.4511279,-0.6023642,0.11725478619337082,2.705209970474243,0.90038633
43,2.3976347,-0.19382639,-0.12220253,0.34045094,0.63072556,0.030632259324193,2.373523712158203,0.8651442
44,2.3720443,-0.15039839,-0.11890111,0.2789591,-0.13383138,0.17670938372612,2.180278778076172,1.2506473
45,2.2947352,-0.06943339,-0.1914855,0.3059327,-0.48023298,0.0993480235338211,2.2132527828216553,1.2205513
46,2.3244038,-0.021873336,-0.09092485,0.20621106,-0.22041315,0.09460759907960892,2.0403974056243896,1.2940389
47,2.215979,-0.027226957,-0.118191935,0.12733799,0.010573515,0.20299305021762848,2.7670254707336426,1.1530384
48,2.3481624,-0.17387484,-0.14249545,0.32395905,-0.040661685,0.07239093631505966,2.217103958129883,0.9443576
49,2.1091874,-0.042720567,-0.09283282,0.3811485,0.39869642,0.13408586382865906,2.9359755516052246,0.77300215
50,2.2787144,-0.09358143,-0.068379484,0.23158358,0.09309766,0.13001762330532074,2.3915281295776367,1.0884378
51,2.2388937,-0.14346349,-0.18153171,0.4527032,0.2042469,0.11092320084571838,2.538412570953369,0.8921056
52,2.2299433,-0.028453976,-0.15546888,0.2067873,-0.24400026,0.21097111701965332,2.5093472003936768,1.1497333
53,2.4178555,-0.11437278,-0.1882773,0.20244317,-0.08173074,0.11664842069149017,2.1180996894836426,1.0312486
54,2.2350705,-0.18263721,-0.18335366,0.35329247,-0.08254828,0.15550312399864197,2.5094053745269775,1.1379449
55,2.1686015,-0.12871203,-0.07147019,0.31315818,-0.43335465,0.026973623782396317,2.5999040603637695,0.8224716
56,2.3439367,-0.12070794,-0.2023304,0.32917246,-0.60500795,0.08687557280063629,2.2367193698883057,1.0551525
57,2.2004852,-0.15778044,-0.039120823,0.31083733,0.11820282,0.03209541365504265,2.4592347145080566,0.7258081
58,2.2859066,-0.033882365,-0.07490306,0.117811635,0.15474778,0.10750602185726166,2.3695197105407715,0.8630441
