,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,-0.09360328,2.276321,2.9914744,0.016259829,2.3299985,-3.1788776,0.3641667,0.8555781,0.2865664064884186,3.6902792,2.8688700199127197
1,0.35676968,1.9118041,-3.863748,-0.13109411,2.0271707,3.7283707,0.5159821,0.8642081,0.24971120059490204,3.3860765,2.3520522117614746
2,1.0314531,1.3909273,3.163054,-0.490461,1.4287356,-3.2096193,0.7256946,0.8752939,0.26372456550598145,3.7556186,2.733450174331665
3,2.3203962,0.1979808,-0.19608307,-2.4362988,0.14247824,0.4671376,2.621107,0.7810172,0.3164832890033722,4.018045,0.08156389743089676
4,0.4439265,1.5231571,2.351034,3.2846653,1.7054433,-2.8162813,-2.9211087,0.8381613,0.2757921814918518,2.9295557,0.018913086503744125
5,2.7559986,-0.40603408,2.0808575,-0.693892,-0.2793711,-2.0086782,0.9068277,0.87215203,0.21193206310272217,3.810376,1.7015540599822998
6,0.072251916,2.0025308,-0.083967455,0.51643604,2.0862784,-0.04833642,-0.22811173,0.8596244,0.21527865529060364,3.7004437,2.663407564163208
7,-0.17564319,2.4909985,0.13139433,-2.2547665,2.5070534,0.20694458,2.27331,0.7624694,0.3223133683204651,4.5235057,0.09577222913503647
8,0.8104176,1.2588059,0.97061014,-1.3677906,1.2923568,-0.7562203,1.743202,0.8144782,0.20198625326156616,5.151347,0.3306233584880829
9,3.3788164,-1.4145468,-1.2340751,-0.8629797,-1.2974778,1.3968574,1.0040226,0.80141306,0.2751527726650238,5.6280265,0.3930976092815399
10,1.7126935,0.25952032,-0.009843176,1.3833596,0.38383427,-0.23380327,-1.0070399,0.85011256,0.1098753958940506,4.89894,0.9240162968635559
11,2.8498201,-0.6463108,0.1298715,-2.5265665,-0.46138507,0.24465662,2.7499013,0.85425264,0.1935664564371109,3.0665872,0.039104681462049484
12,0.6149162,1.0686219,0.40055513,2.570626,1.2914906,-0.7929305,-2.2509441,0.8034069,0.2519056797027588,3.9856682,0.17406347393989563
