,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.3512597,-0.07416352,-0.06750558,0.26563933,0.85969764,0.29149672,3.9680214,2.5976095
1,2.0958984,-0.072596736,-0.11463871,0.27642328,0.8692263,0.23167588,3.7318172,2.776449
2,2.11308,-0.033123992,-0.16492242,0.22987266,0.85060346,0.21946535,3.8277454,2.3903947
3,2.251555,-0.026894154,-0.1889242,0.2747653,0.863994,0.3307427,3.0148852,2.8878615
4,2.4684274,-0.026795862,-0.18918242,0.26875228,0.8576304,0.26587385,3.552271,2.8688002
5,2.2892156,-0.09321925,-0.14541066,0.39105716,0.86,0.35610846,3.4484344,2.7721674
6,2.625837,0.02189393,-0.024065156,0.17940125,0.87850606,0.31765017,3.5621483,2.7946734
7,2.1758745,-0.08893405,-0.090586886,0.2656869,0.86347526,0.2925199,4.0150995,2.5071468
8,2.2897606,-0.021770496,-0.13143249,0.19493552,0.8555561,0.37048894,3.6431203,2.7343163
9,2.1866882,-0.043420427,-0.08833709,0.32441568,0.85451293,0.30960903,3.5310462,2.7576969
10,2.3876061,0.042047113,-0.22197261,0.3436865,0.862655,0.36708474,3.5574462,2.7510045
11,2.4707906,-0.03502181,-0.10929526,0.18617828,0.86875093,0.31869856,3.879045,2.361563
12,2.1542413,-0.001982956,-0.08646711,0.3187291,0.8643548,0.34159422,3.5902004,2.8515344
13,2.2023203,0.033102512,-0.11766461,0.1481347,0.85264844,0.30984947,3.7777731,2.5024033
14,2.509206,-0.04637251,-0.10563938,0.20360781,0.8511481,0.39197323,3.9755747,2.6125586
15,2.5005689,0.007150451,-0.104052186,0.17329943,0.871966,0.33881584,3.5411406,2.7821457
16,2.167576,-0.048107505,-0.10183749,0.24031693,0.85913867,0.33308885,3.5904975,2.7848809
17,2.2746127,0.00025868954,-0.04422322,0.22968304,0.85941756,0.28346524,4.053811,2.5755196
18,1.9694989,-0.022937715,-0.15045379,0.33428794,0.8742471,0.23904592,3.995594,2.444358
19,2.1394591,-0.10745791,-0.104888245,0.37157133,0.86801237,0.25506958,3.8841996,2.3408446
20,2.5333178,0.015539293,-0.1896095,0.34676257,0.8762679,0.27656224,3.521093,2.852107
21,2.3107305,0.009725322,-0.022906488,0.2098357,0.8554757,0.40326807,4.0235786,2.151812
22,2.1746774,0.008306873,-0.14075266,0.3066593,0.8564263,0.29999053,3.66621,2.58534
23,2.5823553,0.0088904705,-0.16035043,0.17993228,0.854662,0.3101628,3.5583012,2.6078331
24,2.1612415,-0.081492,-0.058309417,0.22854546,0.8519819,0.2877802,3.8981488,2.4920194
25,2.4544086,-0.033036157,-0.23184069,0.30104288,0.87958676,0.22726114,3.4659178,2.842743
26,2.2591615,0.028793158,-0.08476988,0.22101036,0.87307006,0.24211374,3.5815592,2.842258
27,2.281413,-0.1014633,-0.18991722,0.26144877,0.8619192,0.3048933,3.6048555,2.8718753
28,2.4884088,-0.012161107,-0.12423681,0.25943545,0.8612941,0.40324417,3.70856,2.506746
29,2.0855265,0.02009526,-0.12881601,0.2790085,0.8716288,0.23306961,3.7912729,2.7149594
30,2.0803173,-0.0281946,-0.21215585,0.37705654,0.8605393,0.25728855,3.733101,2.7196362
31,2.3323765,0.017195461,-0.23124969,0.22763899,0.8638444,0.27131712,3.563724,2.8145156
32,2.0501595,-0.012922054,-0.18976347,0.2521409,0.86167276,0.19832988,4.114046,2.679675
33,2.14243,-0.012899016,-0.0937572,0.24812023,0.865528,0.23979424,3.6673315,2.8427227
34,2.1374202,0.005994484,-0.1857925,0.2738212,0.86297303,0.2996045,3.890669,2.3896866
35,2.485878,0.019005565,-0.15445516,0.40602887,0.8613562,0.3161072,3.959797,2.5597684
36,2.2671869,-0.05267787,-0.04860597,0.24634364,0.861667,0.30622715,3.5839424,2.810496
37,2.2471156,-0.015447467,-0.06715699,0.17751938,0.8648262,0.27103004,3.645606,2.7317317
38,1.905944,0.050226815,-0.084102534,0.22802967,0.86445224,0.21523252,4.3359175,1.7526327
39,2.3516054,-0.13841952,-0.14978914,0.2952889,0.86292696,0.30242088,3.6615658,2.6534076
40,1.8873584,-0.032558985,-0.09915964,0.3838564,0.85388654,0.17806256,4.642533,1.308853
41,2.2177851,-0.0146452775,-0.17556956,0.36224383,0.85619146,0.35448518,3.775233,2.501757
42,2.4340622,-0.048597727,-0.15096787,0.27353498,0.8692978,0.2776991,3.542832,2.8258858
43,2.4832778,-0.057394154,-0.12951557,0.3241487,0.844419,0.30178323,3.8041465,2.7877057
44,2.0511801,-0.018059004,-0.16731656,0.28075936,0.8531314,0.28000844,3.9409966,2.6489627
45,2.6863544,-0.03731487,-0.097161934,0.30225742,0.86856484,0.3861116,3.3780751,2.749002
46,2.1961951,0.025493337,-0.15801871,0.27409947,0.86370754,0.26196238,3.865577,2.7139943
47,2.1501977,0.011838491,-0.16801359,0.35985786,0.8532231,0.3222928,3.9471784,2.2973537
48,2.0688124,0.022118373,-0.14837368,0.3196171,0.8593419,0.24664706,3.9379618,2.49422
49,2.4339383,-0.012032216,-0.21771057,0.30681258,0.86259013,0.2906389,4.0356445,2.0944915
50,1.9459307,-0.020080889,-0.053607963,0.29638082,0.8488762,0.26654178,4.8243737,1.646962
51,2.1342201,-0.017432375,-0.27030566,0.22382244,0.85848445,0.17654437,4.3026743,1.6570824
52,2.5136473,-0.053718824,-0.023474738,0.38023153,0.8383848,0.38393575,4.444635,2.2049644
53,2.3074594,0.016090365,-0.06266237,0.27657568,0.8643427,0.27933195,3.5983136,2.821165
54,2.0260444,-0.011425627,-0.09713818,0.22645678,0.85886335,0.24325642,3.6595635,2.3419652
55,2.2320707,-0.020323109,-0.13090622,0.2668,0.86716145,0.29059476,3.8265753,2.853221
56,2.1341827,-0.011412025,-0.17141007,0.26904595,0.85997313,0.29754204,3.514009,2.5350914
57,2.5038857,-0.035712097,-0.23049308,0.33721212,0.8722512,0.2926632,3.5128438,2.826699
58,2.0083754,0.050793055,-0.14357446,0.15558253,0.8489183,0.29618293,4.3285675,1.9583793
59,2.7694125,-0.028837342,-0.2224697,0.20737614,0.85756296,0.3573881,3.7147934,2.2458858
60,2.1930783,-0.024720186,-0.0925189,0.38422942,0.8809677,0.16639097,3.55055,2.6990304
61,2.6294663,-0.017011648,-0.098296635,0.23228805,0.85882735,0.39595887,3.5266938,2.5615916
62,2.26451,-0.031010358,-0.2357066,0.17485094,0.8642585,0.21031162,4.399971,1.5835137
63,2.0284898,-0.0068597505,-0.09161616,0.18051845,0.86035985,0.24245028,3.9322538,2.6656458
64,2.3224754,-0.01372438,-0.07382222,0.24033742,0.8547466,0.29054263,3.9601085,2.3815074
65,2.2927115,-0.08110218,-0.11616028,0.29596493,0.8749417,0.29818735,3.5122035,2.8414364
66,2.1198127,-0.014799244,-0.11591418,0.22730446,0.8457862,0.3202088,3.5834348,2.56691
67,2.2109501,-0.025388036,-0.13484716,0.273422,0.8626057,0.33410564,3.7099319,2.5268533
68,2.7808597,-0.12967505,-0.18911925,0.23053792,0.87776154,0.2743266,3.6114862,2.3996248
69,2.4019284,0.008030778,-0.046648186,0.27060178,0.85519004,0.33435875,3.702435,2.6779516
70,2.1543267,-0.054227673,-0.085696936,0.3183429,0.86153495,0.34182343,3.346604,2.476845
71,2.4453757,-0.009100556,-0.116912685,0.2521293,0.8674295,0.3126226,3.7272465,2.8576493
72,2.371566,0.00433022,-0.22009633,0.33050743,0.8639872,0.24315432,3.477268,2.899582
73,2.2160013,0.002511475,-0.10942979,0.3443647,0.85518754,0.29690298,3.5388572,2.8142598
74,2.1750298,-0.05276378,-0.16379604,0.27684152,0.8528929,0.3055283,4.58018,2.3022876
75,2.3801246,0.0019127554,-0.07636558,0.20442197,0.85323745,0.38390943,3.7496624,2.5022113
76,2.352368,-0.028683502,-0.18448691,0.40789667,0.8567536,0.27168745,3.4446642,2.7358952
77,2.2391248,-0.07358268,-0.10955355,0.25819844,0.8756817,0.18539329,3.6210587,2.5443757
78,2.438423,-0.06469941,-0.147861,0.15343295,0.86119604,0.32188135,3.58351,2.5766604
79,2.1419075,-0.028376276,-0.089553595,0.2963671,0.8699171,0.2958764,3.429822,2.8538842
80,2.4643037,-0.024627902,-0.13107418,0.22119656,0.86949944,0.32939664,3.6722302,2.5899513
81,2.1002092,0.00016145752,-0.1439531,0.27551815,0.8635191,0.2619312,3.8021774,2.8510993
82,2.2949204,0.10365231,-0.1497507,0.25794557,0.85682625,0.2694705,3.5228832,2.750059
83,2.1357186,0.048230838,-0.15272284,0.21920563,0.8616223,0.28900647,3.3741057,2.801935
84,2.2240956,-0.120872036,-0.17413208,0.34047386,0.8556483,0.2653792,3.6749191,2.4810112
85,2.3315833,-0.018590594,-0.18081722,0.3670213,0.8505586,0.31793973,3.3533125,2.7486615
86,2.2907956,-0.0007437647,-0.15431406,0.18378675,0.8573098,0.31571242,3.611287,2.4210432
87,2.030289,-0.13306907,-0.18020704,0.19957215,0.85307586,0.17020933,5.531611,0.91127086
88,2.492024,-0.10424015,-0.20173238,0.3969795,0.85489285,0.35962084,4.0024614,2.5825763
89,2.3847482,0.023132475,-0.082767695,0.17555873,0.86454993,0.2921852,3.4531157,2.8665056
90,2.2836282,0.017538287,-0.13510948,0.18113478,0.8341989,0.31976798,4.040105,2.7539632
91,2.212191,-0.0495497,-0.16702494,0.24479024,0.85067993,0.29836494,3.900199,2.6715016
92,2.1669414,0.059923913,-0.09008283,0.29943225,0.848494,0.31859,3.2820997,2.5555105
93,2.2674055,-0.044012114,-0.16852255,0.3666454,0.86526704,0.31481886,3.6349146,2.7331655
94,2.1096454,-0.03143442,-0.16568819,0.31491658,0.86259824,0.28541487,3.691588,2.713081
95,2.5340438,-0.055274487,-0.134762,0.28368548,0.8586235,0.36656794,3.9401042,2.6765203
96,2.1969707,0.016441293,-0.18542702,0.3397097,0.86240834,0.33264995,3.9630587,2.8800044
97,2.490639,-0.060170658,-0.14417614,0.30323178,0.8581391,0.34455693,3.725208,2.387999
