,posterior_g1,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.0869668,0.6801974,0.35487622,3.330818,0.3565236
1,1.9957426,0.3607165,0.47883534,4.526388,0.25522304
2,1.8815421,0.117726065,0.6077471,4.8373723,0.21421799
3,1.9800619,0.30297142,0.5061799,4.8298845,0.21462534
4,2.068184,0.63472706,0.4499531,3.8667274,0.2824419
5,1.8424248,0.22386692,0.5993039,5.347409,0.18028271
6,1.9249806,0.29197785,0.5403349,4.4730043,0.25500712
7,2.0295699,0.67711854,0.34892917,4.192897,0.2526098
8,1.8036672,0.08517684,0.67608184,5.6603985,0.18285795
9,2.0131152,0.727788,0.2665519,4.2943096,0.26527873
10,2.1273437,0.5824701,0.4874723,4.0633025,0.25882304
11,2.1000962,0.42535987,0.38574633,3.980519,0.27091458
12,1.8563023,0.19931604,0.7363129,5.5453424,0.17902693
13,2.1039202,0.7367338,0.30459127,3.7019444,0.316201
14,1.9013128,0.12389485,0.523522,4.8428974,0.20531486
15,2.073335,0.6745437,0.32874188,3.7932444,0.29629037
16,1.7635397,0.12993579,0.6063866,6.134892,0.17835408
17,2.1164782,0.6118428,0.3914393,4.1576824,0.27888483
18,1.9527951,0.28967914,0.48082778,4.0467386,0.2720141
19,1.9071857,0.24057099,0.52675486,5.236996,0.18551166
20,2.1308665,0.6816539,0.3565386,3.3631802,0.3371085
21,1.6951935,0.23753177,0.6777271,6.2550735,0.16090956
22,2.1158006,0.468969,0.5900394,3.9301562,0.27985546
23,1.884779,0.42083427,0.48498666,5.0684967,0.21549965
24,2.0315585,0.55985826,0.42427185,4.1409774,0.2648208
25,1.7784584,0.021042062,0.57079124,6.0808163,0.16887034
26,1.9148437,0.3138079,0.53930205,4.85443,0.2203459
27,1.9743456,0.54024374,0.26756585,3.735141,0.30533415
28,2.0999625,0.5346614,0.47598264,3.8764727,0.28837928
29,2.0635376,0.53143716,0.2967751,4.086082,0.25351015
30,1.9371653,0.106172405,0.60073125,5.113102,0.21527214
31,2.0439785,0.48186022,0.43125477,4.4616666,0.273819
32,1.9618639,0.43114892,0.3463224,4.4063396,0.27511784
33,2.0205421,-0.12206033,0.44977838,3.9883473,0.27851853
34,1.8612753,0.028195133,0.64618814,5.5280066,0.18582466
35,1.7659551,0.34680757,0.7060161,6.04634,0.18368255
36,1.8769026,0.13778551,0.58551234,4.7416754,0.22631128
37,1.776013,0.19233654,0.7105963,5.895239,0.16125022
38,2.0593603,0.52287394,0.4686229,4.215694,0.27480856
39,1.7817638,0.073766395,0.6719345,7.324561,0.13938017
40,2.0724106,0.53948027,0.5653578,4.481733,0.22652291
41,1.9410901,0.1308468,0.58956736,5.058292,0.19161613
42,1.9524602,0.35551655,0.49422997,4.421449,0.26959476
43,1.6498625,0.29164016,0.6817025,6.299859,0.16334973
44,1.9764049,0.2499234,0.55566365,4.7304354,0.22625344
45,2.0499656,0.3665486,0.45054758,3.930363,0.26219285
46,1.8736626,0.19386113,0.46436128,5.34687,0.19205892
47,1.975033,0.41950136,0.57654655,4.8950243,0.20880419
48,2.1632245,0.7112313,0.374659,4.3253284,0.25935692
49,1.982242,0.51101553,0.39917314,4.3725343,0.267564
50,2.0545642,0.71149683,0.3149751,3.939379,0.28357086
51,1.9696659,0.33276135,0.46038294,4.3974957,0.24992459
52,1.990254,0.47884417,0.4188148,4.807055,0.22558619
53,1.900724,0.32288504,0.48380268,4.5587664,0.24916525
54,2.0740743,0.48173916,0.41498476,4.4503875,0.22486177
55,2.2452278,0.7187265,0.34414262,3.7969725,0.3006243
56,1.8556458,0.3029281,0.5960147,5.6048126,0.19365327
57,1.7064589,0.27781126,0.7833904,6.065075,0.16744396
58,1.8625354,0.10802464,0.56213486,5.3601766,0.20049998
59,2.0253398,0.5290501,0.46458068,3.9990218,0.27802366
60,2.0830784,0.31302455,0.5644033,4.03504,0.26682672
61,1.8261898,0.1598082,0.6109226,5.4983163,0.18034935
62,1.923062,0.13027716,0.6297794,4.6408377,0.22889344
63,2.0479698,0.5904013,0.49712336,4.2477064,0.25793982
64,2.172712,0.6543523,0.4265952,3.7000701,0.303372
65,1.7784694,0.23221171,0.5999454,6.3576016,0.15680923
66,1.9541281,0.27543497,0.5418632,4.2555494,0.25251964
67,2.0992706,0.5497876,0.43311384,4.039517,0.266895
68,1.8924881,0.2998402,0.5412917,4.9505286,0.21704009
69,2.0939336,0.5082067,0.47351947,4.095308,0.262311
70,1.9592462,0.473131,0.3826443,4.5029116,0.23536474
71,2.1046004,0.5343954,0.4263672,4.1269646,0.26347184
72,1.888958,0.08100747,0.5952541,5.3675575,0.18941978
73,1.9624137,0.2516353,0.6573521,4.6994057,0.22974502
74,1.9605027,0.13515452,0.5439304,5.1645823,0.19833621
75,2.0294366,0.5215252,0.45538923,4.2998586,0.25983605
76,1.9255342,0.1712435,0.60808134,4.513397,0.2511658
77,1.9619466,0.23147792,0.51546276,4.64963,0.20511788
78,1.9861695,0.45102638,0.4511681,3.4535196,0.36001655
79,1.5233827,0.2356603,0.8002201,5.8048387,0.18080904
80,1.964371,0.5073786,0.512025,4.4885435,0.23289512
81,1.9473252,0.1755751,0.6017996,4.852794,0.22918291
82,1.8716227,0.40504324,0.45245895,6.2972183,0.14086206
83,1.6471306,0.16849102,0.81991607,6.2779765,0.15639324
84,2.063927,0.64980084,0.36192125,4.151692,0.2955884
85,1.9962319,0.52867234,0.44954193,4.5459394,0.22418243
86,1.9968631,0.3929734,0.53372383,4.6746416,0.22112711
87,1.8836751,0.17878772,0.5473262,4.9618354,0.20376262
88,1.8995289,0.20652066,0.62502474,5.8060913,0.17383423
89,1.8564994,0.26753262,0.5819175,5.6124353,0.17677213
90,2.0475426,0.529486,0.51815146,4.1466026,0.28300437
91,2.031258,0.4148306,0.45655873,3.7443175,0.30730337
92,1.9721711,0.23356916,0.6019209,4.95045,0.20348923
93,1.899865,0.19639799,0.5656998,5.190399,0.20878409
94,1.6902692,0.2523351,0.6677549,5.6753783,0.16302757
95,2.0220547,0.3244035,0.4305061,4.430102,0.25209135
96,1.810429,0.12975402,0.6415041,5.9781647,0.17333473
97,2.0574183,0.64934945,0.3302907,3.7063332,0.32994914
98,1.9995303,0.4821086,0.48678154,4.9327784,0.21219552
99,1.9407784,0.3286511,0.43260756,5.8614926,0.16429555
100,2.3031106,0.6916958,0.4286316,3.5683012,0.32303113
101,1.9260104,0.23323879,0.5381141,4.376501,0.26132014
102,2.128891,0.74645734,0.31415406,3.6531665,0.3383763
103,1.8506798,0.09423626,0.7018339,5.427896,0.1776821
104,1.9841996,0.15963888,0.44826207,4.037002,0.27454934
105,1.9135938,0.27223447,0.49034682,5.596581,0.1747284
106,2.084523,0.42066228,0.4455789,3.4748766,0.34673378
107,1.7651325,0.081249,0.64501166,6.3648896,0.16476707
108,2.1979222,0.7081346,0.4158615,3.5578525,0.33305225
109,2.120684,0.64258736,0.49849093,4.2588563,0.2343503
110,1.7509048,-0.034255013,0.7419427,6.5836587,0.13733225
111,1.9169191,0.27806967,0.5767845,5.132146,0.18805389
112,1.8932315,0.40176097,0.617791,5.647475,0.17791829
113,1.8883576,0.0746046,0.64389414,5.1969314,0.18543665
114,1.9647923,0.36223122,0.44948092,4.1564174,0.27740902
115,2.075575,0.68036747,0.41822532,4.066966,0.26187596
116,2.0741162,0.6799741,0.34573567,3.282449,0.36243042
117,1.7802143,0.1411834,0.65168035,5.9907455,0.15782101
118,1.9940376,0.3067691,0.461453,4.3980384,0.2631346
119,1.940306,0.21675867,0.5334221,4.9295692,0.2283838
120,2.0064552,0.546046,0.5274045,4.1840496,0.2626412
121,2.2573307,0.69493544,0.4640948,3.7609918,0.31592298
122,2.054144,0.61453325,0.37265462,4.036812,0.30033994
123,1.8845115,0.21053717,0.59029496,5.414031,0.19239752
124,1.6792232,0.2719745,0.6916353,6.7695994,0.13462421
125,1.8260618,0.012270044,0.6240211,5.7252626,0.1669429
126,2.0499327,0.45875517,0.40374103,4.8707504,0.21175799
127,2.030464,0.2804061,0.5651643,4.696785,0.21826395
128,2.1166859,0.7006445,0.29719692,3.4550714,0.3438228
129,2.1579125,0.6189975,0.42179555,3.863227,0.29943117
130,1.9019651,-0.046476305,0.53981966,4.8953767,0.23739389
131,1.8461598,0.16808848,0.7431169,5.3121433,0.19407843
132,1.8781018,0.31488782,0.65374327,4.9366803,0.1958301
133,2.010137,0.30673712,0.43627205,4.1665754,0.25271437
134,1.8381462,0.22233002,0.62344974,5.7160416,0.17241478
135,1.9763175,0.36407742,0.48069105,4.3722277,0.24046153
136,1.9659859,0.38928708,0.47104508,4.463401,0.23566073
137,1.9438686,0.29054126,0.55324656,4.537216,0.2343245
138,1.8430575,0.23997003,0.65437883,5.649164,0.17707759
139,1.9680705,0.3603641,0.61537856,4.6952295,0.22827461
140,1.9998866,0.39120933,0.49511194,4.7600846,0.23548354
141,1.9971608,0.46728206,0.49516478,4.807606,0.21761578
142,2.0018091,0.60224235,0.3754872,3.6360624,0.30667344
143,2.0085406,0.4616095,0.4247108,3.748082,0.30453867
144,2.119019,0.5007171,0.491936,3.7809274,0.2892335
145,1.9338986,0.05068388,0.47990677,4.0700283,0.25511295
146,1.706685,0.29905894,0.81130004,6.8514533,0.13596092
