,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,-1.363104,3.6727886,0.13089888,0.2697359,3.738317,-0.16060284,0.36373025,0.08341830968856812,2.0218701362609863,1.6494107
1,2.8003116,-0.4727453,-2.1657584,0.5802545,-0.4280646,1.7997116,0.73232305,0.18704260885715485,2.0963518619537354,1.6426083
2,2.7040653,-0.48479044,0.022122644,0.2923235,-0.48086846,-0.14575742,0.5316137,0.1682950109243393,2.170724391937256,1.8737481
3,-0.8811978,3.236687,-1.3133448,0.22406036,3.3313472,1.2861505,0.8211935,0.09465926885604858,2.0066816806793213,1.7495232
4,0.90701205,1.1283226,0.3429471,0.21947348,1.0778785,-0.33242375,0.87172526,0.04254835471510887,2.266995429992676,1.4304204
5,1.2856878,1.1344863,0.018184522,0.33982298,0.94172317,-0.27219936,0.7934386,0.10093800723552704,2.0466997623443604,1.5928627
6,1.8203351,0.39508072,-0.3174627,0.52994573,0.5634202,0.17311113,0.6902511,0.14012786746025085,2.0509369373321533,1.5166812
7,2.4278991,-0.14570656,-2.1452305,0.43520793,-0.11648242,1.958799,0.5582762,0.13540266454219818,2.0228843688964844,1.902143
8,0.68136334,1.5626016,0.57559234,0.34655455,1.7544347,-0.60671985,0.48071018,0.15705753862857819,2.057889938354492,1.3659521
9,1.4379385,0.50261635,2.8970265,0.34245425,0.38329628,-3.0031507,0.873746,0.10230682045221329,3.204630136489868,2.4521556
10,1.7881489,0.25486726,-0.14606832,0.03124476,0.22715546,0.116453186,0.77627796,0.1193777546286583,2.3451569080352783,2.7174208
11,2.625937,-0.68967015,1.4829155,0.14677097,-0.72188985,-1.5319136,0.8711911,0.06979907304048538,2.8797106742858887,2.6668653
12,-0.30838165,2.4071517,-0.50547326,0.12787986,2.3898888,0.34362137,0.7872084,0.13237547874450684,2.637094259262085,1.912415
13,2.852185,-0.55798733,0.08681202,0.3241953,-0.69268405,-0.20639676,0.75200546,0.12368863075971603,2.288374185562134,1.4143146
14,3.3582618,-1.3609564,-0.5201928,0.2561191,-1.3893163,0.53235435,0.5623643,0.11997263133525848,2.5398213863372803,1.4379601
15,1.3597885,0.76559013,0.7700246,0.06494269,0.7249526,-0.8075453,0.8473713,0.11239048838615417,2.3928775787353516,1.6151161
16,1.4873303,0.73758376,1.1836523,0.31716412,0.81610537,-1.5375904,0.80595183,0.10822734236717224,2.116971015930176,1.3044964
17,0.7264878,1.4708645,-2.1171205,0.30564654,1.5276355,2.0863078,0.29601273,0.16791841387748718,2.0648744106292725,1.7235165
18,3.7929647,-1.6702191,-1.5877784,0.38728267,-1.583296,1.4399589,0.8414571,0.11317283660173416,2.2065651416778564,1.5525972
19,0.7830323,1.4355829,0.26274368,0.13905147,1.3773526,-0.33507147,0.58990556,0.1439560055732727,2.1958162784576416,1.5611515
20,-0.029638102,2.1431556,1.5090209,0.11368657,2.0422184,-1.5884675,0.863504,0.09342607855796814,2.555880546569824,1.3852961
