,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.0551817,0.22594391,-2.4397895,-1.5846604,0.09129374,2.9152915,1.7847314,0.8678925037384033,0.0638824850320816,2.169468,0.49640006
1,1.7096252,0.6827288,2.614066,-1.0726554,0.6302933,-2.766654,1.5317537,0.5022568106651306,0.21711848676204681,2.3783183,0.8476549
2,0.71667403,1.547377,-0.6787094,0.6530975,1.4316933,0.49372408,-0.09165176,0.5490811467170715,0.03241916745901108,2.5281222,0.61913466
3,2.554029,-0.34232056,-0.16687332,0.13647045,-0.17632167,0.07353035,0.27109706,-0.5854871869087219,0.12194868922233582,2.118375,1.195834
4,3.055972,-0.87941444,0.5992951,0.49267617,-0.8461422,-0.8799188,0.09022928,0.020742733031511307,0.09378401190042496,2.7520838,0.7267723
5,0.22822484,1.8386178,-0.0450488,0.76356196,2.0105455,-0.30684173,-0.35988718,0.2501051127910614,0.18447290360927582,3.000361,0.80566317
6,0.24864854,2.0651438,1.6210585,-1.0317875,1.9258478,-1.3696331,1.2787821,0.894015908241272,0.06398526579141617,2.1604369,0.7400694
7,4.7996254,-2.2737324,0.6614348,-0.15627673,-2.6843495,-0.6459113,0.50249606,-0.7903228998184204,0.05,2.0813544,0.6951312
8,0.98647946,1.2504116,-1.6367884,0.70842844,1.012122,1.7115128,-0.8229069,0.9178462624549866,0.004651301074773073,2.4794202,0.64106625
9,0.7807671,1.3714149,-0.8872565,2.2285583,1.3409888,0.60769117,-1.6892307,0.9555941820144653,0.020418301224708557,2.6904752,0.63845617
10,0.47251388,1.6662804,-3.6909297,-0.30283222,1.6825851,3.7279239,0.41118452,0.10269588977098465,0.14777980744838715,2.7487888,0.8119396
11,3.00739,-0.6157411,2.1212397,-1.1184415,-0.691479,-2.0587957,1.4904084,0.2676345407962799,0.2030494660139084,2.3366718,0.73614436
12,1.4915832,0.6437119,-2.305578,2.5435536,0.61490715,1.7531163,-1.8425593,0.8906019926071167,0.1497144103050232,2.736811,0.7737944
13,1.3103092,0.86729056,-1.6931176,-1.2162492,0.78177595,1.9589751,1.4298685,0.684859037399292,0.14961233735084534,2.6678693,0.6198815
14,0.79965705,1.4169626,0.2675819,-0.7603548,1.268636,-0.09187745,1.0075922,0.8280373215675354,0.02027994580566883,2.42061,0.6867342
15,3.3505738,-0.8436685,-1.1612685,-2.0283859,-1.1501145,1.490106,2.1547103,0.8062444925308228,0.18257130682468414,2.1872458,0.577651
16,3.0889409,-0.83681035,-2.3601987,1.3435448,-0.830685,2.0740151,-1.2142833,0.7895187735557556,0.16210530698299408,2.253554,0.9058395
17,2.2617357,-0.15982002,0.9171344,0.22656305,-0.11284574,-0.807453,-0.11648727,0.329644113779068,0.06460721045732498,2.3133337,0.96407837
18,1.4331894,0.82787627,-0.36715108,1.2996618,0.7419667,0.12177456,-0.9988459,0.7643331289291382,0.13036373257637024,2.4600227,0.7232942
19,0.3021125,1.850336,-0.7485254,1.3076551,1.7842212,0.801611,-1.138035,0.8359137177467346,0.09677839279174805,2.3435194,0.83366895
20,1.8855324,0.3189469,2.3433175,0.35783547,0.49097908,-2.595861,0.27546117,-0.35219934582710266,0.1299138218164444,2.2115462,1.0383428
21,3.8379092,-1.7792028,1.0492249,1.9324378,-1.5276921,-1.4691674,-1.564599,0.8759258389472961,0.1288433074951172,2.3359969,0.6196734
22,0.97281283,1.3715785,-0.73741,-1.434368,1.1272372,0.9536867,1.6315525,0.756806492805481,0.1335841566324234,2.2947578,0.58782345
