,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,0.07902535,2.30368,0.51040655,-0.8710285,2.197356,-0.6650473,1.141997,0.869359,0.13787972927093506,2.2142670154571533,1.21846
1,0.22554101,2.2240505,2.0341604,-3.0729086,2.1784623,-1.8936806,2.932035,0.8582125,0.3359205424785614,2.6312367916107178,0.67856133
2,1.3388815,0.7496935,-1.8682586,2.103447,0.8918968,1.5199955,-1.786845,0.882141,0.17808906733989716,2.2829596996307373,1.3610462
3,1.1365364,1.178549,-0.4723147,0.57346946,1.0383024,0.44643357,-0.38561934,0.87378037,0.014212232083082199,2.303378105163574,1.1292579
4,-0.09560242,2.340501,-3.8602984,0.4826977,2.380985,3.8365161,-0.10781494,0.6823505,0.1305597722530365,2.0624682903289795,1.6384876
5,0.5711069,1.8605473,2.5914958,0.37378317,1.6769673,-2.6058133,-0.573468,0.84937644,0.14325019717216492,2.1312832832336426,1.1177064
6,1.7540462,0.3483503,1.6077098,0.9812753,0.3287691,-1.7628555,-0.7555485,0.8660432,0.14097176492214203,2.5075838565826416,1.2842952
7,-0.021639451,2.2489142,-1.6502815,-1.3242925,2.472874,1.8976954,1.4404725,0.83676493,0.16976575553417206,2.3297834396362305,1.0446117
8,2.3768497,-0.089766316,-0.25829422,0.046746455,-0.38786516,0.31269908,0.05658399,0.8221705,0.09569242596626282,2.1675217151641846,0.9235078
9,3.153907,-1.0630424,0.81512886,2.720004,-1.2861696,-1.1040752,-2.257552,0.8799358,0.20140312612056732,2.309603214263916,0.6533492
10,0.8125559,1.6446816,-0.14439166,-1.8345271,1.490139,0.2398308,2.0493,0.8383009,0.22193944454193115,2.1524815559387207,1.3763895
11,1.1752073,1.0031052,1.9011779,1.4437685,1.0235844,-2.251067,-1.1489308,0.8850065,0.16137735545635223,2.490607261657715,1.8333263
12,-0.22584051,2.6259196,-0.5681726,-0.0519324,2.6603196,0.57486296,0.22878088,0.22183612,0.15667486190795898,2.0,2.0452242
