,posterior_g1,posterior_g2,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.2234077,0.05382266,0.85205,0.22146194,4.1076517,1.9189824
1,2.0897727,0.09754082,0.8652266,0.16578618,4.345235,1.55344
2,1.8997782,0.016069481,0.8483455,0.18927751,5.341047,0.845361
3,1.8992795,0.044078615,0.8509682,0.22098185,4.777694,0.7775107
4,2.311606,0.058879793,0.8651489,0.2151709,3.7605295,1.9550356
5,1.8760086,0.08276032,0.86417276,0.0982708,5.590543,0.7560641
6,1.9488225,0.04797704,0.8686572,0.1729702,5.473474,0.94058114
7,1.911441,0.02999574,0.8680091,0.14692979,5.332172,0.7545756
8,2.1272726,0.028455395,0.8639151,0.17248036,4.087709,1.6449522
9,2.190819,0.05650529,0.87374,0.18484677,4.167831,2.0250144
10,1.7829826,0.104344,0.8587891,0.1903407,4.93865,0.81400996
11,2.0850484,0.13113253,0.8627333,0.20708257,4.330858,1.2615678
12,2.030527,0.06041482,0.8508178,0.22245908,4.8710723,1.2221013
13,1.8845203,0.06449033,0.86049193,0.18886583,5.6424766,0.83566505
14,1.9929124,0.10123243,0.8567337,0.14513014,4.3861523,1.2289637
15,2.011055,0.04547308,0.8648614,0.17001282,4.667911,1.1764371
16,1.982023,0.059275765,0.8609325,0.14116266,4.93456,1.2031527
17,2.2135513,0.058782604,0.86666983,0.19392866,4.0239472,1.8902154
18,2.1658404,0.06670119,0.8623151,0.19368787,3.7480276,1.8426613
19,1.8362701,0.122312814,0.83518976,0.17113556,5.8580594,0.70457244
20,2.213946,0.004769684,0.8746359,0.16478777,3.6518629,2.2131038
21,2.150557,0.09370445,0.85584366,0.19891983,3.727742,1.9056104
22,2.0032716,0.05015906,0.8569565,0.18223266,5.548134,0.90279615
23,2.0892067,0.10504589,0.861193,0.22511172,4.0288157,1.4470427
24,1.7966113,0.0420405,0.83321226,0.22911508,5.6116476,0.68815756
25,2.1136808,0.05161331,0.84007007,0.27292198,4.51757,1.555888
26,2.1970105,0.049294896,0.844388,0.2318186,3.8606606,1.8046559
27,2.1058,0.06294442,0.8691346,0.15475488,4.26349,1.6989037
28,2.0046954,0.124331035,0.8671692,0.1579239,4.5574822,1.2964493
29,2.0383577,0.04422276,0.8216033,0.2429809,5.1208143,1.1935018
30,2.0082242,0.06783334,0.864785,0.11469115,4.366444,1.3431
31,2.013165,0.023262298,0.87375957,0.1570165,4.465444,1.093943
32,2.1661208,0.014543679,0.8687509,0.18995707,4.2940617,1.3919388
33,1.9139025,0.10941115,0.85126233,0.19704302,5.369471,0.7400056
34,2.1817744,0.03246467,0.855997,0.19646412,4.059796,1.9362209
35,2.141024,0.052293517,0.86863244,0.19282426,4.093013,1.6876862
36,1.9279635,0.114838906,0.8519936,0.18848047,5.288955,0.9497174
37,1.7422075,0.028393665,0.83375627,0.32006598,5.818215,0.5662101
38,2.0252833,0.041184925,0.88496506,0.12518045,4.9735394,1.4001378
39,2.396622,0.061912414,0.8675726,0.24131015,3.5274599,2.323618
40,1.9561037,0.03967653,0.8458385,0.16192487,5.1942234,1.0402215
41,1.9476259,0.032158494,0.8590419,0.1907496,5.7789207,0.9221033
42,2.0630965,0.042530745,0.85936034,0.1503684,5.018635,1.2458311
43,2.0010629,0.080816925,0.8584621,0.19115035,4.6591954,1.01606
44,1.9860024,0.049380444,0.8476446,0.17603227,5.180736,1.1477515
45,2.3406868,0.051506132,0.8735714,0.1867154,3.6331031,2.2461452
46,2.1494412,0.111694485,0.8625397,0.20886578,3.6919127,1.9940684
47,1.8671161,0.115858234,0.8627896,0.14906728,5.2440834,0.89755714
48,1.8749222,0.09598388,0.86735934,0.21124758,5.884191,0.67228085
49,2.0420215,0.08138491,0.8581019,0.203112,4.851342,1.2347336
50,2.2041113,0.11829202,0.8646091,0.19855241,4.133434,1.6766207
51,1.749688,0.06672061,0.87264323,0.16335404,5.887384,0.7075602
52,1.7025157,0.08945596,0.84412533,0.25636873,5.3278117,0.68241405
53,1.893946,0.05218823,0.8655877,0.16297609,5.58458,0.86618704
54,2.1488247,0.036426894,0.8479378,0.2325398,4.853654,1.4836328
55,2.0742788,0.014975393,0.8745285,0.20705377,4.413288,1.1719834
56,2.224628,0.037397705,0.86794144,0.21214947,3.9930663,1.9581039
57,1.8994415,0.094266154,0.84567475,0.18371166,5.5247717,0.8281643
58,1.9748633,0.044318642,0.84155995,0.22177833,5.739112,0.9000782
59,2.0774765,0.012447908,0.83522046,0.22808503,4.8437114,1.2326527
60,1.8229709,0.050380964,0.8604295,0.17434731,5.606298,0.75136083
61,2.1856275,0.03991543,0.8799765,0.1932089,4.0846643,1.700859
62,2.145173,0.008199838,0.8646686,0.19922045,4.6810913,1.1924995
63,2.029292,0.07734289,0.8580389,0.25001746,4.7547507,1.4017297
64,2.0309303,0.08421818,0.8591038,0.24211797,4.8881116,1.317731
65,2.0587363,0.07670329,0.8593085,0.18921249,4.656345,1.4932894
66,1.6182902,0.10157203,0.79736906,0.39848715,5.925922,0.4499743
67,2.0486643,0.053665977,0.8644981,0.17481537,4.161373,1.3382221
68,2.1185904,0.07048948,0.85985535,0.24314532,4.1149426,1.4217552
69,1.9748611,0.099862345,0.8266843,0.20113046,4.9529605,1.0209452
70,1.8223859,0.1200789,0.85535187,0.124564074,5.524027,0.70878965
71,2.0814142,0.06185692,0.8483818,0.19374648,4.355564,1.4481478
72,2.0958006,0.06958353,0.8614845,0.15395889,4.264369,1.7860457
73,1.9971614,0.036981534,0.86448056,0.11212485,5.089803,1.157263
74,1.9791534,0.0565872,0.845532,0.24590799,5.4857945,0.9318548
75,1.950938,0.11875382,0.8686637,0.14746228,4.873518,0.8948165
76,1.9768949,0.060022064,0.86534125,0.09886147,4.7974014,1.1391786
77,2.0089264,0.0732991,0.8524923,0.2252008,4.632896,1.3329335
78,2.0303204,0.048251387,0.862081,0.23023826,4.966401,1.3342535
79,2.1925623,0.059386507,0.87656695,0.19198477,3.6372018,2.1328363
80,2.160435,0.08679763,0.86351377,0.22272244,3.9496386,1.7061429
81,1.7884637,0.06258354,0.84349436,0.22143653,6.254542,0.5910001
82,2.2264268,0.08829041,0.8696288,0.19093259,3.5229666,2.168578
83,1.8865818,0.046914008,0.8410808,0.20861289,5.780741,0.8342954
84,2.1703339,0.039791938,0.8754992,0.19097537,3.8367536,1.8169342
85,1.9385701,0.065790914,0.86108816,0.18258424,5.031971,1.0749242
86,1.985551,0.06920997,0.87782824,0.15308394,4.311289,1.2320641
87,1.8973318,0.04209267,0.86103654,0.13410239,5.265106,0.8970284
88,2.286999,0.071478605,0.8677076,0.24194269,3.646961,2.1730042
89,2.119558,0.045699008,0.86685705,0.26022458,4.3928976,1.436236
90,1.8396261,0.060573634,0.861176,0.18739405,5.972602,0.7474511
91,2.1178632,0.06554647,0.8624494,0.21674423,4.602321,1.4263223
92,1.8969727,0.07558754,0.8527478,0.1840803,5.7861648,0.74637413
93,1.9248914,0.042284995,0.8585526,0.17135164,5.130256,0.83263785
94,2.0529761,0.007335773,0.87664586,0.10772006,5.234688,1.138228
95,2.204021,0.077869914,0.85051715,0.27461967,4.0193543,2.1722195
96,2.155187,0.10202539,0.865465,0.2126577,3.9058769,1.6813233
97,1.8642735,0.030591674,0.85152346,0.19079578,5.8788843,0.70319134
98,2.054227,0.06641986,0.85874194,0.18803142,4.628474,1.4848549
99,1.8841083,0.039888043,0.8564061,0.14375646,5.6336665,0.8058156
100,2.1075697,0.0735201,0.8709892,0.180964,3.8480158,1.6625686
101,1.979254,0.06872656,0.84059864,0.20813398,5.1393714,1.2185805
102,1.965591,0.06813914,0.86392254,0.21048939,4.8103433,1.1018723
103,2.1269262,0.042682506,0.8606344,0.16431075,4.234384,1.7508667
104,1.8224674,0.050655197,0.827825,0.23001124,5.992306,0.6067134
105,2.1846616,0.03494491,0.87133795,0.14376383,3.7991967,1.870841
106,2.1064265,0.054659344,0.85656583,0.19306259,3.9840574,1.7948055
107,1.8887345,0.038530625,0.8423475,0.20478562,5.4450846,0.9134836
108,2.3404696,0.08366563,0.876556,0.1719571,3.5396829,2.4072006
109,1.814781,0.07306024,0.8564007,0.2027516,5.415649,0.8089969
110,1.7777966,0.06673144,0.8066578,0.19431855,5.609721,0.687417
111,2.1079855,0.09886338,0.8725096,0.14424233,4.0587726,1.7042165
112,2.0126343,0.057501975,0.8581374,0.11797405,4.748975,1.1669166
113,2.0088913,0.0844955,0.8596498,0.21505366,5.1556687,1.1542095
114,1.8473634,0.07610131,0.8452762,0.23332739,6.046581,0.69407487
115,2.0735686,0.06665878,0.8636458,0.15607947,4.3249006,1.4989998
116,1.9028041,0.08450089,0.7819395,0.2669112,6.890512,0.66449255
117,1.9959576,0.06871983,0.8497947,0.2165372,4.780399,1.2000054
118,1.9946821,0.026150972,0.8339915,0.17351551,5.6064053,1.0889119
119,2.1665177,0.076490894,0.8611903,0.25713092,4.1370463,1.8422178
120,2.0963855,0.04647304,0.84589005,0.27024803,3.9224434,1.4845825
121,2.1912827,0.044214435,0.8702642,0.20247248,3.914341,2.0934708
122,1.8309989,0.0011319392,0.83876336,0.19732395,5.674578,0.6762456
123,2.0366907,0.070373796,0.85592496,0.19898257,4.259636,1.4637998
124,2.1381667,0.074651524,0.8621911,0.2014912,4.1490965,1.7395269
125,1.7773054,0.09697875,0.85130537,0.25615165,5.669459,0.6409509
126,1.7790862,0.10542761,0.85387164,0.18602017,5.918601,0.70702183
127,1.7931348,0.059496116,0.8223567,0.22201407,5.1703367,0.75680965
128,1.8518344,0.047934204,0.84243697,0.2381971,6.5276628,0.600352
129,1.8243763,0.10555232,0.8614163,0.1745672,5.568515,0.70013475
130,1.7571822,0.09493665,0.835183,0.269635,6.1446643,0.6614631
131,2.1002293,0.062416654,0.8557757,0.19996895,4.2521505,1.7412239
132,1.9490396,0.06209295,0.861191,0.20064555,5.173661,1.1638341
133,2.025057,0.04639003,0.84486365,0.2813307,4.8095965,1.0213803
134,2.127708,0.10114724,0.8667416,0.19737145,4.1097994,1.8158152
135,2.0289395,0.09890574,0.87844896,0.10769241,4.4748907,1.4593502
136,2.0612993,0.10668485,0.86525446,0.17893693,4.453968,1.364882
137,1.8821154,0.060132094,0.8586635,0.18420863,5.5260625,0.77504355
138,2.1836634,0.05071008,0.8684889,0.20230533,3.7842338,1.8080032
139,2.0406632,0.065680094,0.8551533,0.2089193,4.638794,1.1799036
