,posterior_g1,posterior_g2,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.1542904,0.052136835,0.85830975,0.31436968,3.3652928,0.307397
1,1.9524359,0.047114164,0.840567,0.3735029,3.448051,0.2696156
2,2.472374,0.05203798,0.83590657,0.5257635,3.4273853,0.30857593
3,2.3729663,0.05940165,0.84743077,0.35428986,3.1134865,0.36166728
4,1.8624609,0.09952365,0.85044724,0.2910532,4.136389,0.22665249
5,1.8744106,0.08424405,0.851792,0.27915946,4.3920383,0.20828676
6,2.2608845,0.05347955,0.84417105,0.4667372,3.3144743,0.32761222
7,1.9523102,0.08941561,0.8433842,0.3020786,4.0177445,0.2520959
8,2.1251705,0.098836675,0.8496907,0.41243556,3.527421,0.2910672
9,2.2124527,0.07381148,0.8424839,0.40743655,3.5076525,0.28900594
10,2.0969982,0.040486153,0.85660166,0.33765805,3.380626,0.2993596
11,1.9172034,0.10280064,0.8397973,0.3000184,4.1281047,0.22130772
12,1.9794289,0.019885508,0.8441588,0.34793407,3.9489849,0.2572211
13,2.2952998,0.04185916,0.8325016,0.4517808,3.6258712,0.305928
14,2.1230404,0.05778524,0.8522702,0.41128272,3.0853312,0.327865
15,2.221536,0.036832746,0.84154636,0.3585018,3.2976885,0.31257454
16,1.9028064,0.062284205,0.82908905,0.34510487,4.0920544,0.21439941
17,2.0797167,0.05141142,0.8333708,0.3894737,3.7866006,0.2591932
18,2.170867,0.0066633937,0.83700347,0.42474398,3.4293323,0.32131055
19,2.2248387,0.038611207,0.8370718,0.42057627,3.524433,0.2897184
20,2.295305,0.035335023,0.8497476,0.51342756,3.2050629,0.33184475
21,2.5943334,0.047257785,0.855528,0.48396182,3.3739483,0.30717942
22,2.228931,0.05767678,0.82817346,0.51748085,3.6034975,0.28873366
23,2.3469193,0.04383292,0.84193,0.3937618,3.1364906,0.33237827
24,1.8256531,0.09365769,0.8431623,0.35923746,4.1698995,0.22660802
25,1.9829321,0.086026624,0.8503199,0.29958904,3.4988897,0.2920851
26,2.1559417,0.1231615,0.86187965,0.28385696,2.8943107,0.39961654
27,1.9591805,0.054131065,0.84895384,0.31381026,4.0428004,0.21842317
28,1.949807,0.053196464,0.8373404,0.36081132,3.9088302,0.25027993
29,2.074089,0.04291669,0.855785,0.36077595,3.9010887,0.2496011
30,1.8257085,0.03631139,0.835336,0.29005554,4.449947,0.19996996
31,2.0732753,0.060632695,0.8613294,0.3733025,3.318836,0.36080468
32,1.923099,0.059460405,0.8571028,0.28268978,3.8746092,0.25509754
33,2.0472305,0.0754312,0.8593938,0.35481453,3.343355,0.3264567
34,2.2003376,0.047644615,0.8484778,0.42354637,3.3564494,0.28154993
35,2.0624704,0.071107075,0.8466301,0.35512927,3.5178523,0.29521143
36,2.0958097,0.04597509,0.85485643,0.37828618,3.2739148,0.3122987
37,2.28853,0.03899528,0.8500102,0.42457467,3.6138396,0.3226447
38,1.8346701,0.015262388,0.8142643,0.3561747,4.1444445,0.22683571
39,2.1136143,0.038227595,0.8484594,0.3877366,3.7510333,0.29013723
40,2.0843337,0.08760789,0.8518591,0.36551052,3.5729654,0.2888261
41,2.2136405,0.027042476,0.85005665,0.4266755,3.5408454,0.28964308
42,1.930287,0.018038336,0.8517215,0.30663514,3.9485557,0.22102284
43,2.128304,0.10082424,0.8419018,0.39390782,3.2668204,0.28660417
44,2.0094228,0.07705766,0.8483159,0.3486519,3.0682747,0.34743884
45,2.1078298,0.06941382,0.85642695,0.36061892,3.6191766,0.28744933
46,2.1372359,0.049310584,0.84908384,0.4000671,3.337022,0.32940912
47,2.118554,0.06768017,0.8506278,0.3400237,3.6314917,0.2950367
48,2.1957607,0.07368021,0.8531134,0.36863473,3.3943515,0.3088414
49,1.648192,0.03907213,0.5453459,0.5798311,3.9243596,0.23782858
50,2.0986817,0.056744833,0.85213757,0.41455752,3.5453942,0.3206661
51,2.127963,0.04622121,0.84688634,0.36837852,3.5468874,0.29803464
52,2.3498456,0.09702062,0.85415804,0.46114916,3.197984,0.3628143
53,2.2341743,0.021053677,0.84199387,0.47557402,3.9003417,0.24216457
54,2.1089535,0.013795407,0.8490962,0.37798783,3.2969573,0.30441058
55,1.9801165,0.05276031,0.8388261,0.38752282,4.197792,0.24822496
56,1.9724578,0.073291875,0.8552078,0.32188818,3.6301253,0.28511763
57,1.9025568,0.081700265,0.8340279,0.3127932,3.8897936,0.24510793
58,2.0880826,0.057989698,0.8582992,0.3282327,3.8107386,0.247064
59,1.8117658,0.076082796,0.841084,0.2721395,4.0492387,0.24785689
60,2.2401235,0.068860844,0.8556188,0.36981264,3.5389462,0.30097508
61,2.1772494,0.07174589,0.8445104,0.46560246,3.5773776,0.29454243
62,2.1322565,0.10551185,0.8494863,0.44096348,3.5277467,0.28093573
63,2.0362961,0.04528052,0.86040807,0.22588132,3.952949,0.26751238
64,2.1260276,0.072754964,0.8520618,0.40728027,3.5284956,0.2798519
65,2.1778297,0.08664078,0.8530298,0.41140068,3.4420702,0.32628548
66,2.04172,0.027622867,0.84155047,0.4090199,4.0765047,0.21509549
67,1.9744238,0.081473544,0.8387606,0.42120174,3.904771,0.245804
68,1.90572,0.081323326,0.8527986,0.28071627,3.807907,0.24838984
69,2.22178,0.022712752,0.8343167,0.48247975,3.6796803,0.28942886
70,2.086544,0.034433775,0.8540329,0.43348563,3.5349653,0.27888617
71,1.9196639,0.070428886,0.85419595,0.2967844,3.928045,0.26155838
72,1.9731287,0.09799239,0.85379016,0.3295312,3.893362,0.27717894
73,1.8683652,0.08351777,0.83696914,0.32607505,3.6363885,0.2678041
74,2.0546052,0.060557935,0.8566464,0.3431949,3.4549258,0.316995
75,2.0186632,0.05127646,0.8386984,0.41870555,3.6097968,0.2664603
76,1.8508576,0.056666184,0.83167595,0.28511524,3.9848397,0.24803619
77,1.9839259,0.12156013,0.8433947,0.4206404,3.4795988,0.26532972
78,2.4380949,0.03699318,0.8532367,0.4399319,3.3826199,0.33913034
79,2.1723998,0.09275432,0.8379406,0.39158627,3.5012414,0.28938714
80,1.9843667,0.036942273,0.8586984,0.28967488,3.5257375,0.28691402
81,1.960734,0.07094827,0.8529784,0.27727756,3.9258401,0.2588823
82,2.2482522,0.09321341,0.84550136,0.42917216,3.3743355,0.33448595
83,2.1689878,0.022878123,0.8548491,0.36323798,3.4463992,0.28376356
84,2.4076028,0.05473997,0.84161955,0.5420414,3.923907,0.2483453
85,2.1210544,0.06736529,0.8512875,0.41155267,3.4841616,0.28996024
86,2.249183,0.055181067,0.8458599,0.5176324,3.2828925,0.33403707
87,2.026242,0.050530285,0.8465633,0.36512712,3.8577533,0.26657084
88,2.3442833,0.09952086,0.8409402,0.44962046,2.9178262,0.39549527
89,2.2238069,0.055883233,0.83528394,0.4491313,3.393233,0.3132482
90,2.10215,0.052109256,0.8547037,0.36424965,3.3846493,0.31328896
91,1.8609077,0.057106096,0.846348,0.2627443,4.1598806,0.23337531
92,2.113881,0.027375162,0.8439746,0.3851304,3.6550887,0.2647114
93,2.273698,0.07712937,0.83640933,0.4842039,3.7483563,0.29462042
94,2.3307467,0.046265498,0.84623915,0.38641953,3.3091178,0.32047996
95,1.5940046,0.078071974,0.5826122,0.5921289,4.955495,0.18509383
96,1.977181,0.027429312,0.84658,0.2976413,3.883121,0.27030092
97,2.0500467,0.035943657,0.8571023,0.3356042,3.6516569,0.28468445
98,1.9312745,0.10178244,0.8531891,0.24967627,3.8083704,0.26896816
99,2.3496017,0.018214753,0.8453856,0.47708276,3.6156318,0.31964242
100,2.3238773,0.053607296,0.851263,0.37553185,3.1939619,0.3308293
101,2.0305493,0.06567064,0.85846776,0.33329827,3.8396904,0.26337442
102,2.2450767,0.044599928,0.84750783,0.41823924,3.342323,0.31882697
103,2.1648102,0.08782859,0.8264315,0.4301514,3.5100265,0.29947186
104,2.1959293,0.041636404,0.8460155,0.39765602,3.3312676,0.3490215
105,2.0607913,0.050586298,0.8488199,0.35355413,3.9291148,0.25006235
106,2.1983323,0.060236067,0.85539913,0.33388063,3.2014835,0.32704508
107,2.235632,0.07728587,0.8373308,0.52164,3.4248922,0.33292347
108,2.210847,0.054714613,0.85116434,0.38639894,3.3984349,0.28913638
109,2.163545,0.10079386,0.8544191,0.38249424,3.4463866,0.3045895
110,2.0886712,0.093866654,0.8360798,0.45927662,3.7589278,0.256522
111,1.8605075,0.059310783,0.82137537,0.27893114,4.3529844,0.20918101
112,2.167175,0.037495323,0.85356706,0.34279227,3.497886,0.30549407
113,2.1848507,0.08242339,0.8546667,0.44323197,3.4281588,0.31936473
114,1.5507785,0.12581186,0.60886997,0.6749833,4.5435705,0.18540156
115,2.2207618,0.06818373,0.83312595,0.4563665,3.9974418,0.23903523
116,1.9911205,0.10512122,0.8530195,0.32848188,3.671047,0.2724662
117,2.1822865,0.06383776,0.8561226,0.39825523,3.366812,0.35103035
118,2.0896468,0.03726696,0.84197116,0.29555613,4.016536,0.24383454
119,1.9977816,0.06720094,0.85449076,0.31896776,3.3542707,0.32651702
120,1.9144117,0.04539756,0.8357142,0.35592347,3.913957,0.25125036
121,1.9293594,0.09842373,0.85252655,0.3315225,4.0356703,0.23387924
122,1.9350693,0.043826718,0.8461895,0.28730035,4.177494,0.22122121
123,2.1523948,0.08041957,0.85344917,0.3829891,3.3746922,0.3561854
124,2.1196048,0.067075945,0.85131794,0.37838653,3.6754887,0.29516205
125,1.8113483,0.07016483,0.8416382,0.3625301,4.2292056,0.20983948
126,1.6874089,0.08644905,0.65067226,0.4762305,4.637183,0.18186434
127,1.9938133,0.060113892,0.8516382,0.37309718,3.6774557,0.26047847
128,2.2362218,0.039075498,0.8519815,0.44661906,3.6893396,0.28434268
129,2.17508,0.05518983,0.8499971,0.40524718,3.5106423,0.29980627
130,2.092897,0.08287951,0.85434294,0.36283427,3.1960077,0.3307128
131,2.1560805,0.05853582,0.85217845,0.38056746,3.6813996,0.2745944
132,1.807097,0.06782286,0.850634,0.27555588,3.995887,0.24637914
133,2.2631874,0.061190832,0.8164995,0.45398462,4.01355,0.26612583
134,2.086597,0.07119696,0.8501601,0.39072558,3.568198,0.278809
135,2.081251,0.09964917,0.85538775,0.36435163,3.949495,0.22841145
136,2.0293794,0.050732262,0.8538535,0.33335057,3.4014597,0.30239606
137,2.003152,0.064240724,0.8428234,0.3676239,3.6012907,0.28288856
138,1.8144873,0.06955689,0.83227813,0.30286574,4.519952,0.20380475
139,1.9335068,0.044718113,0.8586826,0.2146027,4.021314,0.25184265
140,2.0819533,0.06474275,0.853873,0.2959455,3.4620223,0.28519276
141,1.9121495,0.06554368,0.8322436,0.29414734,4.2362533,0.20741318
142,2.2087865,0.08166804,0.8604516,0.46539718,3.3782327,0.3399028
143,1.8658012,0.08346931,0.8213283,0.30686304,3.8988657,0.23652856
144,1.9249443,0.06450381,0.85434586,0.30833665,4.2329526,0.20296793
145,2.100475,0.044811092,0.85020036,0.3650347,3.5706263,0.29026338
146,1.7842977,0.051978797,0.8009342,0.3345668,3.961832,0.2753495
147,2.376748,0.024791643,0.84350514,0.43939093,3.1430917,0.37646294
148,2.3410826,0.05829075,0.8530749,0.380234,3.1459215,0.38982302
149,1.737679,0.104674324,0.66147673,0.42128772,4.6820636,0.18727916
150,2.0166388,0.045034777,0.84673077,0.37687242,3.632137,0.28866705
151,2.1724997,0.0649459,0.84374183,0.42470926,3.2777827,0.34163773
152,2.1119866,0.04109492,0.84233224,0.39497736,3.795522,0.25579223
153,2.2599988,0.016584096,0.8515738,0.41493967,3.4988267,0.30623478
