,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.3936694,0.024615128,-0.22275461,0.41020483,0.85346884,0.41625878,3.3856122,0.40490094
1,2.1751957,-0.01983922,-0.20811585,0.34844542,0.8494617,0.47694713,3.3474362,0.35709265
2,1.908178,-0.021293195,-0.13733017,0.3875216,0.84019727,0.40410954,4.160698,0.28610614
3,2.1605885,0.054628085,-0.10892641,0.2390981,0.8315341,0.49113724,3.768651,0.33561692
4,1.9004424,-0.03350103,-0.18612202,0.42672768,0.8496492,0.41862366,3.9762652,0.2912119
5,1.8321056,-0.03552223,-0.11861854,0.2933685,0.83695656,0.41980952,4.662435,0.24947065
6,2.388148,-0.010160893,-0.15945078,0.38770047,0.84372556,0.4820613,3.6149645,0.35852125
7,1.9132727,-0.053672682,-0.1352055,0.26222792,0.8166574,0.30529338,4.4900265,0.24412419
8,2.0262313,-0.008961602,-0.11379728,0.35955533,0.8565276,0.5129191,4.265449,0.2855577
9,2.030398,-0.032018878,-0.15409087,0.2807654,0.84280956,0.42331704,3.4528925,0.3232589
10,2.4058015,-0.06090598,-0.17173275,0.30106464,0.83285445,0.48349133,3.5918524,0.35751444
11,2.3460968,-0.061009757,-0.16810489,0.3975266,0.8221203,0.55129457,3.6705122,0.34006363
12,2.187517,0.03243484,-0.09303744,0.27652338,0.8277355,0.4962274,3.8335278,0.3213639
13,2.1438236,-0.0035344204,-0.20019199,0.33001927,0.83770865,0.4958416,3.567806,0.34922603
14,2.6573,-0.08425656,-0.23422073,0.40363285,0.83726066,0.5563784,3.2716045,0.4080046
15,2.1665688,0.008861792,-0.102347955,0.30997398,0.82073236,0.50221807,3.564598,0.38211894
16,2.3639586,-0.064085774,-0.21459968,0.33417693,0.80782807,0.50029737,3.998243,0.29850346
17,2.2933066,0.02823883,-0.094728425,0.31020203,0.84018826,0.6074269,3.4438603,0.3871509
18,2.0145922,-0.021484904,-0.10472011,0.29366443,0.8222485,0.5385438,3.9368496,0.29406017
19,2.1004553,0.008816245,-0.17829512,0.3694529,0.8116518,0.55780053,3.5015767,0.35627037
20,2.230439,0.048454147,-0.22353816,0.2749049,0.840356,0.52962947,3.7656946,0.2819083
21,2.1088552,0.0076303775,-0.09642543,0.32396019,0.8399347,0.5030793,3.6818264,0.35299844
22,2.0809143,-0.031302437,-0.17535347,0.3125424,0.80548793,0.57090986,4.5078773,0.22136083
23,2.290579,-0.13535105,-0.18753625,0.3394855,0.827589,0.42558268,3.1723573,0.4000718
24,2.1724942,-0.08170292,-0.1329461,0.27013728,0.8187632,0.5184973,3.8384054,0.33348736
25,2.6196203,-0.06021914,-0.18450862,0.38090968,0.84104025,0.5034801,3.4979064,0.35451227
26,2.0945468,-0.08854004,-0.075892985,0.34817693,0.83509755,0.4490326,3.964459,0.31265622
27,2.3466566,-0.028645612,-0.048227604,0.2461893,0.8103715,0.51040745,3.833091,0.32335132
28,2.2429566,-0.001493531,-0.21208882,0.29811177,0.82595426,0.5501894,3.7778184,0.30298233
29,2.020423,0.023704149,-0.19476072,0.29513612,0.84887546,0.42649814,3.6858602,0.31784117
30,1.8634616,-0.014917432,-0.08406428,0.3028295,0.8226763,0.4313019,4.287238,0.23751248
31,2.1353521,-0.09971892,-0.15118594,0.39155328,0.8419759,0.529114,3.5890675,0.35874552
32,2.062715,0.0034905933,-0.11780173,0.3474213,0.85092974,0.48714557,3.4236655,0.36569506
33,1.9578013,0.017120685,-0.15912053,0.33726552,0.85221654,0.469917,4.1791644,0.26600894
34,2.258209,-0.02245798,-0.13585366,0.29194123,0.85445654,0.48075658,4.022977,0.32044038
35,2.8770125,0.058046397,-0.1399843,0.22684239,0.84371537,0.5343817,3.4647553,0.33860552
36,2.3437483,0.029872768,-0.200325,0.21428725,0.83750737,0.5096608,3.3137462,0.33232048
37,2.5881143,-0.014748807,-0.22010247,0.35857615,0.84509814,0.52354634,4.018378,0.33076966
38,2.4567502,-0.015980208,-0.064541794,0.24253258,0.8376582,0.5234277,3.7870858,0.30763224
39,2.1556635,0.028735556,-0.18852256,0.29611343,0.84095514,0.50225735,3.8027334,0.31417134
40,2.2902682,0.009576133,-0.18910742,0.32585794,0.82973236,0.55947185,3.4281862,0.38964105
41,2.4983501,0.008976628,-0.1188907,0.19290423,0.8504599,0.4474127,3.50127,0.32210186
42,2.263612,0.0054991725,-0.17807305,0.34711036,0.8334314,0.5187967,3.5341995,0.35365438
43,2.2109187,-0.027970146,-0.15765373,0.42103356,0.8486402,0.4903665,3.0285923,0.38414901
44,2.5414085,-0.10836058,-0.13783918,0.30047068,0.85089654,0.5522333,3.6079545,0.34509632
45,2.4031017,-0.026653232,-0.08015625,0.25880015,0.79320246,0.5553902,4.2765555,0.27302325
46,1.7938198,0.061908077,-0.04467827,0.17487592,0.7827309,0.39283854,4.7462826,0.23347987
47,2.7240245,0.006220254,-0.07633107,0.25820598,0.84905934,0.62453866,3.5284324,0.35858148
48,2.4729748,0.014166805,-0.17552674,0.34062585,0.8052825,0.5257921,3.3208663,0.40873703
49,2.5702538,0.037442908,-0.17318854,0.21222955,0.82870865,0.4475221,3.5690036,0.36397845
50,2.4186485,-0.014601146,-0.3045311,0.3771082,0.82970786,0.4935697,3.574084,0.34567502
51,2.1991718,-0.01509659,-0.17485274,0.21993575,0.8545442,0.44657737,3.6600783,0.3406289
52,2.4401684,0.046090692,-0.08406796,0.26692986,0.85303026,0.54838675,3.6652153,0.3458906
53,2.1553237,-0.062481444,-0.1786423,0.31010818,0.8254711,0.5200778,4.0246263,0.31193712
54,2.4379053,-0.034755625,-0.18099795,0.32407516,0.8341097,0.58879185,3.9639812,0.3023498
55,2.6123078,-0.047561936,-0.12456061,0.27812988,0.8300373,0.5803968,3.4684155,0.36683556
