,posterior_g1,posterior_g2,posterior_g3,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.00894,-0.010677919,0.07421513,-0.35485684871673584,0.05,4.4746785,1.9685487
1,2.1133525,0.09769252,0.025317334,0.99,0.05,3.2337072,2.008676
2,1.9625205,0.13309501,0.10301457,0.05502454191446304,0.05,4.243568,1.8752244
3,2.184963,0.061616547,0.039142273,-0.4334462285041809,0.05,2.8011153,1.8641944
4,2.1078303,-0.026578438,0.04247395,0.99,0.05,3.5477476,1.8727055
5,2.1334465,-0.06954653,-0.022138175,0.8061696887016296,0.05,3.5394566,2.5641506
6,2.2320902,-0.014868636,0.00360839,-0.31067925691604614,0.05,2.84709,2.136919
7,2.210837,-0.0016432605,-0.0012875859,0.99,0.05,3.0271857,2.0414453
8,2.091924,0.07311673,-0.0015586162,0.99,0.05,3.377585,1.9947278
9,2.2024279,0.06095657,0.12574483,0.99,0.05,2.752943,1.7535297
10,2.3199391,-0.10121783,0.021954691,-0.22741766273975372,0.05,2.4823337,1.9012522
11,2.1422834,0.09388049,0.01191025,0.5727284550666809,0.05,2.7762568,1.8846891
12,1.9813668,0.08700052,0.059905726,-0.03643512353301048,0.05,4.3534765,2.0188358
13,2.2569184,-0.013114647,0.049341585,0.30369091033935547,0.05,2.278878,1.9825774
14,2.1024904,0.029830487,-0.018234054,0.6877884268760681,0.05,3.45677,2.224607
15,2.215553,-0.041832425,0.024456367,0.409972220659256,0.05,2.8177223,1.9403212
16,2.1005285,0.004491718,0.013694655,-0.3448887765407562,0.05,3.4790921,2.0343
17,2.105166,-0.0017891708,0.022202253,0.664122462272644,0.05,3.3449054,1.9353114
18,2.0873415,0.048495635,0.010811494,0.626481294631958,0.05,3.3801446,1.9746563
19,2.0939207,0.06841109,0.12742712,0.99,0.05,3.0272136,1.9063113
20,2.201008,-0.040122554,0.026477482,-0.06306961923837662,0.05,3.1485674,1.8523855
21,2.129758,0.005764043,0.054208983,-0.3112887740135193,0.05,3.2046623,1.9668278
22,2.19197,-0.046033178,0.09298366,0.99,0.05,2.8361168,2.0418274
23,2.3589761,-0.0070211375,-0.027895037,-0.9069414138793945,0.05,2.2614965,2.0354779
24,2.1577234,0.039156377,0.04258544,0.0688304752111435,0.05,2.8064284,1.9418521
25,2.1092498,0.0445095,0.08496082,0.7224568724632263,0.05,2.8890893,1.9146086
26,1.9327267,0.13560478,0.08189229,-0.9566977620124817,0.05,4.6900897,1.9090976
27,2.3387322,-0.05931917,-0.058027785,0.19409027695655823,0.05,2.5309422,1.8240746
28,2.2302666,0.051520713,-0.01600743,0.10431086272001266,0.05,2.5451682,2.0341442
29,2.091912,-0.023947565,0.071023576,0.12751144170761108,0.05,3.292386,2.067479
30,2.0278666,-0.059970755,0.08863487,0.5532258749008179,0.05,4.471159,1.8351511
31,2.2171326,0.16530882,0.03896605,0.01282504666596651,0.05,2.373839,1.8004918
32,2.0957816,-0.052279387,-0.02660093,-0.7270258665084839,0.05,4.1254854,1.8246405
33,2.070781,-0.003715539,0.050838597,0.37049752473831177,0.05,3.3560784,1.9580984
34,1.9075799,0.07340721,0.07484826,-0.2900250554084778,0.05,6.6973557,2.208679
35,2.2190182,0.011666625,-0.021186959,-0.99,0.05,2.8159378,1.9551753
36,2.1989014,0.06366415,0.052492253,-0.3080486059188843,0.05,2.7537172,2.0807035
37,2.1791093,0.0070954845,0.12782136,0.99,0.05,2.7023876,1.9993594
38,2.0840883,0.041971218,0.032177813,0.99,0.05,3.4216778,2.3945765
39,2.1239078,0.015281563,-0.051795665,0.6024876832962036,0.05,3.4959958,2.225138
40,2.0862367,0.036426134,0.07368139,0.99,0.05,3.3348813,2.003557
41,2.186721,0.012657363,-0.0019571406,-0.7008634805679321,0.05,2.7394214,2.1045282
42,2.1072552,0.003655611,-0.0015096385,-0.9768556356430054,0.05,3.366242,2.20481
43,2.1782496,0.05458682,0.077523075,0.99,0.05,2.610209,2.0443685
44,2.113272,0.05105356,-0.027419686,0.9591935873031616,0.05,3.2783291,1.8360928
45,2.2041657,-0.03371851,0.028734526,0.6341574788093567,0.05,2.6248765,2.177758
46,2.2351005,0.01088227,-0.03951983,0.99,0.05,2.9051597,2.014314
47,2.296914,0.04481284,0.019909997,-0.04247192293405533,0.05,2.321433,2.0187588
48,2.1143792,0.012771595,0.015504756,0.05936143547296524,0.05,3.1094975,2.0828993
49,2.1689756,0.0013011284,0.02990993,-0.04209667816758156,0.05,2.9564126,1.9498711
50,2.1499918,0.06916159,-0.08042254,0.8494706749916077,0.05,3.1563659,2.0479224
51,2.180451,-0.010731695,-0.08815,0.99,0.05,3.071093,2.033218
52,2.261268,0.01802889,-0.07085068,-0.37916529178619385,0.05,2.7215576,2.027073
53,2.311969,-0.037544835,0.022525428,0.99,0.05,2.4366841,2.02417
54,1.9678317,0.042374726,0.013497069,0.18797259032726288,0.05,5.1288075,2.2555964
55,2.0620286,0.00986164,0.034073707,0.99,0.05,3.8804085,2.3244042
56,2.1044304,0.14482589,-0.011362808,0.665161669254303,0.05,3.0642335,2.021848
57,2.2286603,0.021704825,-0.0012067425,0.5138660669326782,0.05,2.5160909,2.0126212
58,2.265858,0.030101413,0.009707554,-0.002967660315334797,0.05,2.3801935,2.3624628
59,2.2831397,-0.06413824,0.019189382,-0.3440847396850586,0.05,2.4855177,2.165406
60,2.1426141,0.056125645,0.12696125,0.16818103194236755,0.05,2.5743737,1.8654833
61,2.198733,0.05572543,0.024206657,0.99,0.05,2.6105237,2.2454004
62,2.1580648,0.039645433,-0.010796329,0.99,0.05,2.963354,2.1950133
63,2.1724808,0.036365665,0.052534215,0.99,0.05,2.8495467,1.9011732
64,2.2784035,-0.05050531,-0.0074481363,0.3431370258331299,0.05,2.536449,2.02077
65,2.1002505,-0.010347092,-0.036163684,0.525395929813385,0.05,3.8154287,2.2507908
66,2.2118447,0.0007322615,-0.06563543,0.99,0.05,2.9199183,1.859135
67,2.1499226,0.09790775,-0.036574714,-0.22548604011535645,0.05,3.0750432,1.9671729
68,2.1429577,0.052080475,0.069379956,0.99,0.05,2.8745117,2.0832176
69,2.045161,0.06868714,0.061036173,-0.7787358164787292,0.05,3.5413148,2.0132663
70,2.1529617,0.041651234,0.026727168,-0.22941909730434418,0.05,2.9268289,1.9210919
71,2.367442,0.014327303,-0.026043423,0.05397975072264671,0.05,2.1440535,2.3720202
72,2.197206,-0.046109583,-0.039770395,0.99,0.05,3.1012433,2.23572
73,2.1036642,0.023730926,0.010864718,0.6921595335006714,0.05,3.2069623,2.0159533
74,2.0614645,0.045668487,0.1304727,0.2234448492527008,0.05,3.1994305,1.934548
75,2.094139,0.07052992,0.055873517,0.2262817770242691,0.05,3.002251,2.1779842
76,2.1369476,0.050525445,0.04033249,0.99,0.05,2.9350998,2.1215477
77,2.2744434,0.06662374,-0.058928005,0.99,0.05,2.673938,1.8908931
78,2.3906202,-0.03062004,0.021552019,0.99,0.05,2.2402174,2.3269565
79,2.183326,-0.0387647,0.01648716,0.99,0.05,3.0472608,1.9674362
80,2.4237578,-0.025280135,-0.1107255,0.99,0.05,2.2149684,1.9300135
81,2.169847,-0.070547774,-0.022535935,0.99,0.05,3.6214862,2.236137
82,2.186527,-0.07383401,0.043281678,0.08482860028743744,0.05,3.0043595,2.0528085
83,2.2301345,0.023989353,0.015906407,-0.8838202357292175,0.05,2.633886,2.198935
84,2.1695976,-0.04553448,-0.01077245,0.99,0.05,3.2608633,2.0615647
85,2.196527,0.017095717,0.09567573,0.99,0.05,2.5899098,1.9464382
86,2.12863,0.14937365,0.03424653,0.03585708513855934,0.05,2.760697,1.7877539
87,2.3033462,0.055074573,-0.054293316,0.99,0.05,2.3348722,1.9980122
88,2.180151,-0.001102824,-0.078864954,0.99,0.05,3.1912274,1.9031557
89,2.1677196,0.042358868,0.0032116116,-0.969817042350769,0.05,2.8590558,1.8842359
90,2.2501628,-0.05194795,0.0411284,-0.22306500375270844,0.05,2.6264951,1.9741126
91,2.0208657,0.08976777,0.063911505,0.7407873272895813,0.05,3.464527,2.181563
92,2.0630484,0.08489623,0.027976837,0.3713136911392212,0.05,3.4762318,1.9609661
93,2.4783096,0.0045410865,0.029122043,0.99,0.05,2.0414202,2.2694085
94,2.0629199,0.02836721,0.10658401,0.5016477108001709,0.05,3.5205998,2.091713
95,2.2628818,-0.008612343,0.0104125505,-0.3063528835773468,0.05,2.4957256,2.4075212
96,2.2155457,0.031440977,0.03199579,-0.99,0.05,2.631145,2.15727
97,2.2694492,-0.065708034,-0.023659062,-0.5692839622497559,0.05,2.7655675,2.0252595
98,2.117232,0.07840879,0.05260475,0.4492970407009125,0.05,2.9725876,1.9966574
99,2.1801167,-0.018396908,-0.07799977,0.99,0.05,3.2285995,2.117998
100,2.2379682,0.011930115,-0.0052434695,0.3783031105995178,0.05,2.7149,1.9243689
101,2.3171184,0.010518186,-0.023707883,-0.7631419897079468,0.05,2.359662,2.303552
102,2.057545,-0.07461082,0.03249983,0.6730300188064575,0.05,4.8868375,2.2087097
103,2.0081682,0.053647123,0.14387894,0.37951597571372986,0.05,3.8396277,1.8969127
104,2.4459577,-0.09716171,0.011236748,-0.99,0.05,2.1614826,2.1647286
105,2.0859873,-0.022039587,-0.022053089,-0.99,0.05,3.9538178,2.205609
106,2.235763,0.03408949,-0.041046374,0.7244653701782227,0.05,2.6693585,2.0225194
107,2.3911397,-0.014590058,-0.08908801,-0.9042097330093384,0.05,2.193068,1.9439046
108,2.0691092,0.040645298,0.05510026,0.3656879961490631,0.05,3.4901817,2.201923
109,2.1769385,0.02234364,0.093294136,-0.46357297897338867,0.05,2.6735446,1.8557851
110,2.277811,-0.14743172,0.028739199,-0.2097923755645752,0.05,2.7550073,1.9861714
111,2.0335877,-0.006900041,0.07771673,0.5689605474472046,0.05,3.6802602,2.1798263
112,2.162859,0.05792226,0.021944057,0.39237353205680847,0.05,2.955014,2.1061354
113,1.8902727,0.08160492,-0.014210387,-0.6603273749351501,0.0007431806880049407,6.8683896,2.5858884
114,2.081327,-0.013737173,0.0853283,-0.080105721950531,0.05,3.3545225,2.1014254
115,2.146244,0.015102925,-0.00010237569,0.99,0.05,3.0116196,2.5213048
116,2.12634,-0.049594883,0.05216625,0.019530130550265312,0.05,3.4517043,1.9752287
117,2.1157737,0.054750502,-0.0015517895,-0.4527490735054016,0.05,3.1984708,1.8810971
118,2.0521092,0.025844442,0.06407091,0.7512260675430298,0.05,3.5992327,1.9971663
119,2.0007718,0.071000345,0.13123772,0.15041255950927734,0.05,3.6624932,1.8441902
120,2.2986646,-0.023451086,0.0025379017,0.99,0.05,2.4006586,2.1435857
121,2.2569153,0.055540055,-0.054181714,0.99,0.05,2.465191,2.4776828
122,2.2023828,0.09632672,-0.059331384,-0.5160425901412964,0.05,2.677489,1.9072673
