,posterior_phi,posterior_sigma,posterior_g1,posterior_g2
503,0.6981302,0.87417716,1.9186525,0.07601505
504,0.63023967,0.8923454,2.327558,0.07467596
505,0.66110176,0.8596233,2.0187814,0.0726066
506,0.7469192,0.8587131,1.9052131,0.07025137
507,0.7123607,0.81855226,2.1768448,0.06625762
508,0.7922706,0.86618865,2.3884788,0.06354188
509,0.6930705,0.7821348,2.1670127,0.05037841
510,0.55887735,0.8366968,1.9183822,0.06900193
511,0.7033436,0.9953524,2.6205702,0.051058684
512,0.6736832,0.90164614,2.0037029,0.07175069
513,0.6488368,0.82125056,1.8823566,0.07376165
514,0.66348535,0.8852895,2.611907,0.06562382
515,0.5561713,0.92950946,1.9626055,0.06110464
516,0.69671905,0.89628875,2.2856684,0.05536989
517,0.6711879,0.7886151,1.8502245,0.086940534
518,0.66994655,0.919225,2.1235402,0.06820695
519,0.7474369,0.85565627,1.9742054,0.078736395
520,0.65559703,0.82821685,2.0313008,0.05676047
521,0.6735078,0.78533787,2.3384829,0.07745284
522,0.7243065,0.8489035,2.4427304,0.07894704
523,0.6189309,0.78573877,1.9857448,0.07150027
524,0.7168048,0.691899,2.0007064,0.05566523
525,0.7311164,0.8588849,1.7791368,0.07827278
526,0.61518586,0.92189497,2.0018637,0.079007804
527,0.7251546,0.8234452,2.2179623,0.057088982
528,0.64195067,0.8100228,2.19636,0.073114194
529,0.69035137,0.8530141,2.4169245,0.049929965
530,0.6873736,0.9236731,2.4592505,0.067365736
531,0.63203853,0.90989006,2.130802,0.061241213
532,0.6513469,0.8137495,1.8308125,0.06473026
533,0.7129204,0.8169543,1.8781399,0.0763018
534,0.63110805,0.7961632,1.9913399,0.05692291
535,0.61725724,0.79105574,2.2322936,0.04783436
536,0.74957615,0.8663677,2.0686564,0.06630295
537,0.69856524,0.8349111,2.1015217,0.06456546
