,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,2.1094372,0.016792385,-0.060797114,0.21489915,0.99,0.05,3.235282,2.3121161
1,2.1865256,-0.023964304,-0.13625643,0.30854386,-0.2997100055217743,0.05,2.7512822,2.0290916
2,2.2651966,-0.05363634,-0.09028885,0.2018926,0.9730508327484131,0.05,2.493254,1.9871315
3,2.2295017,-0.10207814,-0.10547568,0.27053857,-0.18275825679302216,0.05,2.8158557,2.2474725
4,2.2647152,-0.041023687,-0.3698589,0.51817286,0.7737590074539185,0.05,2.544793,1.8951471
5,2.2806733,-0.02085668,-0.15916681,0.37872672,0.8020606637001038,0.05,2.29087,2.313563
6,1.9900675,0.10966411,-0.083363734,0.23110984,0.11777979135513306,0.05,3.8337703,2.0900407
7,2.2758834,-0.13118836,-0.2133631,0.46130875,0.9240730404853821,0.05,2.7527266,2.130306
8,2.1013842,0.1081117,-0.09914432,0.14801697,0.99,0.05,3.3373384,2.401174
9,2.1926682,-0.016724484,-0.1282739,0.28184068,-0.6323590278625488,0.05,2.9041023,2.2374358
10,2.484785,-0.0857556,-0.29486573,0.32893968,0.04654465988278389,0.05,2.2996187,2.0997865
11,2.3634977,-0.17847319,-0.16998222,0.4001384,0.99,0.05,2.3149846,2.389128
12,2.1634789,-0.032097016,-0.12581311,0.38955864,0.99,0.05,3.0126932,2.3605828
13,2.1716952,-0.004688182,0.06322964,0.12350575,0.05636993795633316,0.05,2.8147216,1.9837768
14,2.1867867,-0.14116493,-0.18444066,0.36595002,0.99,0.05,3.3678699,2.2702675
15,2.146442,-0.04935288,-0.23788705,0.585287,0.9793571829795837,0.05,3.2973251,2.0432124
16,2.133836,-0.09951629,-0.08053397,0.10558176,0.4999663829803467,0.05,3.7067606,2.3821614
17,2.1416156,-0.017574366,-0.055927735,0.2189691,0.99,0.05,3.0824203,2.3046737
18,2.2288342,-0.11055571,-0.19276151,0.25724915,0.9575160145759583,0.05,3.0698018,2.497659
19,2.1774035,-0.021047343,-0.2535544,0.40388685,0.17906387150287628,0.05,3.179018,2.1941056
20,2.2896447,-0.20543258,-0.18741158,0.42242798,-0.05089830234646797,0.05,2.6748562,2.0311
21,2.2767494,-0.10130212,-0.059765156,0.21686141,0.3205132782459259,0.05,2.5382712,2.1873562
22,2.2429986,-0.119306214,-0.1165581,0.25476903,0.6634254455566406,0.05,2.7649813,2.4200563
23,2.1946917,-0.038407266,-0.056403,0.24387261,-0.08856046944856644,0.05,2.561374,2.1619327
24,2.2183604,-0.017629107,-0.07933432,0.27224827,0.6669812202453613,0.05,2.5238094,1.9824721
25,2.3310952,-0.15447186,-0.3850227,0.4623825,0.6397515535354614,0.05,2.937776,1.9813899
26,2.294046,-0.03974262,-0.08410633,0.29487413,0.49875208735466003,0.05,2.4152675,2.0919352
27,2.313344,-0.09543665,-0.2659776,0.57654417,0.99,0.05,2.5244265,2.069189
28,2.2995245,-0.09336229,-0.17770809,0.3824542,0.9600174427032471,0.05,2.3758018,2.867365
29,2.2033498,-0.047123984,-0.043665882,0.035532188,0.99,0.05,3.0997999,2.1152766
30,2.229489,-0.15916315,-0.19942491,0.42130297,0.4502491354942322,0.05,2.9019477,2.201015
31,2.132633,-0.07374789,-0.28392777,0.3720326,0.1268996149301529,0.05,4.058604,1.891176
32,2.3516083,-0.11378624,-0.15725273,0.36389133,0.8742415308952332,0.05,2.3521345,2.0848887
33,2.3334658,-0.1585056,-0.3770559,0.65781957,0.18077696859836578,0.05,2.7388606,2.064743
34,2.1232855,-0.08461941,-0.2547624,0.5561557,0.99,0.05,3.7278862,2.0645256
35,2.3423195,-0.12396344,-0.1119471,0.33037463,-0.8776350021362305,0.05,2.475755,2.075176
36,2.2285764,0.013321028,-0.033992518,0.09865647,0.6636164784431458,0.05,2.50069,2.062494
37,2.1835034,-0.09461583,-0.24467024,0.3565373,0.99,0.05,3.1399448,2.3565478
38,2.3240757,0.03497781,-0.18740307,0.41484883,0.41149502992630005,0.05,2.2127528,2.1081438
39,2.2144034,-0.16634852,-0.013246385,0.19332471,0.99,0.05,3.0561051,2.1788776
40,2.2233868,-0.027914057,-0.10445783,0.24576584,0.6123279929161072,0.05,2.599193,2.0648186
41,2.124592,0.056763798,-0.066596635,0.0987402,-0.9082984328269958,0.05,3.2061343,2.1853135
42,2.1869318,-0.051850766,-0.10727534,0.21785575,-0.5563033223152161,0.05,2.6695437,2.7178054
43,2.101903,0.01814992,0.04865646,0.09725816,0.99,0.05,3.149172,2.3200006
44,2.2625213,-0.121146105,0.049703695,0.18802193,0.9015021920204163,0.05,2.641604,1.964014
45,2.1333013,0.11349387,-0.09082909,0.34692243,0.99,0.05,2.689172,1.8574724
46,2.1827033,-0.0016725048,-0.11609462,0.23347026,-0.5725747346878052,0.05,3.0746202,2.1656425
47,2.4090703,-0.14219086,-0.17625487,0.3701495,-0.08728299289941788,0.05,2.162632,2.3606334
48,1.9180264,0.13374649,0.040430427,0.043965343,-0.7338674068450928,0.05,4.988398,2.2682874
49,2.4090915,-0.1881214,-0.19284853,0.45079836,0.6823145747184753,0.05,2.2300267,2.0554597
50,2.1897762,-0.042875044,-0.13585322,0.38940212,0.7930617332458496,0.05,2.7984674,2.1160934
51,2.2795386,-0.06886516,-0.096385516,0.16980281,0.9668060541152954,0.05,2.4208448,2.5486
52,2.1982331,-0.018767437,-0.19948809,0.36096182,-0.02771931141614914,0.05,2.9065814,2.1439729
53,2.2907639,-0.059826545,-0.0928787,0.2698576,0.5965436100959778,0.05,2.4240055,2.3573883
54,2.0868917,-0.0075472496,-0.11003217,0.05887533,-0.08067285269498825,0.05,4.311096,2.3846958
55,1.9648378,0.09744026,-0.1374425,0.24528679,0.5752929449081421,0.05,5.1212225,2.4925964
56,2.0481427,0.07892927,0.044060115,-0.0010266721,-0.99,0.05,3.7886906,1.9256377
57,2.3071084,0.00049327326,-0.049927905,0.142736,0.646206796169281,0.05,2.2037206,2.1392195
58,2.244746,-0.004905364,-0.10801525,0.16963208,0.99,0.05,2.5443919,2.2364128
59,2.0923812,-0.055681277,-0.052916955,0.22273882,0.09280270338058472,0.05,3.35342,2.3495169
60,2.24831,-0.04737919,-0.23397338,0.30586532,-0.3108993470668793,0.05,2.802951,1.9856857
61,2.1267622,-0.11476354,-0.30836213,0.46993756,0.99,0.05,4.3907084,2.6062925
62,2.2086477,-0.15474863,-0.2045961,0.39852902,0.99,0.05,3.046294,2.748929
63,2.1986487,-0.15953363,-0.2010422,0.48222792,0.99,0.05,3.162336,2.2774563
64,2.1216028,-0.060281068,-0.14276952,0.33368146,0.99,0.05,3.5756037,2.1150196
65,2.2635512,-0.05606913,-0.28356487,0.49629283,0.3042440414428711,0.05,2.7804363,2.1152277
