,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,-1.2052373,3.3829932,-1.1638321,0.34372178,3.3619697,1.1817342,0.99,0.05,2.8388915,1.7595538
1,1.0313483,1.1413579,0.5221406,0.54075414,1.175593,-0.8253276,0.99,0.05,3.0071905,2.2786212
2,1.4866514,0.6688087,-2.2146113,0.45089784,0.6754679,1.9737096,0.99,0.05,3.0941026,1.7886274
3,-0.05810951,2.2015166,1.6194737,0.58095926,2.282874,-1.7558607,0.13786208629608154,0.05,2.646851,1.9303455
4,3.0518146,-0.98319,-0.019389099,0.7487902,-0.75538623,-0.47972858,-0.3736937642097473,0.05,3.3023539,1.8503541
5,3.139917,-1.0421414,-0.960142,0.25373498,-0.90091413,0.83072585,-0.99,0.05,2.9527407,2.1970341
6,1.9938097,0.16297927,-0.22845589,0.19425221,0.2910796,0.12710592,-0.3173102140426636,0.05,2.6202643,2.097754
7,3.671697,-1.467405,2.0916808,0.43228474,-1.5272046,-2.38118,0.99,0.05,3.161853,1.979336
8,1.4289726,0.86846703,0.041911423,0.27498108,0.9751063,-0.18617938,-0.2583484351634979,0.05,2.2682312,2.0298889
9,0.7872453,1.3862437,-0.34728006,0.15241863,1.3389981,0.18469279,-0.5647502541542053,0.05,3.3554525,1.9559084
10,2.2839153,-0.13646524,0.07754065,0.551882,-0.0796262,-0.20512697,0.6058229207992554,0.05,2.492678,1.8669044
11,0.23221229,1.6925669,0.35657635,0.31828326,1.827083,-0.48349375,0.36976051330566406,0.05,5.299364,2.3580635
12,1.7691387,0.10855579,2.430996,0.19373624,0.17443259,-2.4177043,0.7850006222724915,0.05,5.4935303,2.7493076
13,1.64362,0.13776618,-0.5081978,0.4189269,0.45399272,0.49910173,0.99,0.05,4.2055006,1.9547192
14,2.9442797,-0.98852825,-0.1643254,0.3922655,-0.7037193,-0.0074399933,0.99,0.05,3.1436706,2.1139648
15,-0.37171817,2.229443,-0.51974076,0.49329147,2.6891172,0.39022678,0.3586515188217163,0.05,3.4260693,1.5633699
16,-1.3220055,3.4795208,-2.236559,0.20283066,3.2675343,2.3092444,0.99,0.05,3.535448,1.6672009
17,1.2729793,0.82069665,-1.4206581,0.45947748,0.8456991,1.1837748,0.2798229455947876,0.05,3.4599688,2.356667
18,0.8742147,1.1278441,-2.0400672,0.3334979,1.1287733,1.8606112,0.4437703490257263,0.05,5.1701174,2.6399682
19,0.4050794,1.6423233,-2.3078215,0.1085667,1.6537542,2.5840027,0.99,0.05,3.1296334,1.655236
20,1.3387951,1.0586785,0.721468,0.49984157,0.98041207,-0.8770832,0.99,0.05,2.1235502,1.8409153
21,2.9061875,-0.7563234,-1.1769271,0.3631957,-0.6963174,1.1275929,-0.26075220108032227,0.05,2.5428677,1.9238478
22,0.9196041,1.2815993,-2.234804,0.500015,1.3251935,1.9405925,0.31367799639701843,0.05,2.7794888,1.9398174
23,1.3738046,0.73304504,2.3099399,0.2709554,0.8549769,-2.371889,0.9760065674781799,0.05,2.8722475,2.0443566
24,2.564593,-0.42301208,-1.2848955,0.5905666,-0.4408989,1.0201012,0.7045260071754456,0.05,3.201633,2.101807
25,4.0206585,-1.8828423,1.23267,0.4627517,-1.745928,-1.3270835,0.7438583970069885,0.05,2.5554185,2.2885191
26,0.92839575,1.0710803,-2.1895986,0.16935621,0.9366641,2.0760076,-0.1468440741300583,0.05,6.76894,2.2238674
27,0.52023095,1.6323422,0.96885383,0.2267752,1.6013944,-1.0813093,0.39964422583580017,0.05,3.2627728,2.161693
28,1.7384707,0.33653158,-0.3445839,0.22650129,0.36768183,0.4140568,-0.2615644335746765,0.05,2.984415,1.9146254
29,0.35198256,1.6906226,0.6893281,0.21824323,1.7678332,-0.71551526,0.27356645464897156,0.05,3.1896915,2.652196
30,1.9820951,0.039751753,0.03253141,0.3688522,0.16483895,-0.1479424,0.7018569111824036,0.05,3.3131952,2.0057714
31,3.454471,-1.132261,-4.304264,0.29775935,-1.0039072,4.0966234,-0.7637877464294434,0.05,2.254614,2.1034002
32,0.581226,1.4860511,0.59403884,0.36386135,1.6211538,-0.672341,-0.8616865277290344,0.05,2.9393208,2.0876184
33,2.070569,0.18758444,-0.6047925,0.17666209,0.19311656,0.53975827,0.4884262979030609,0.05,2.5004482,2.1611998
34,0.48243815,1.6939973,-0.68267614,0.33868846,1.9187382,0.5959432,-0.961647629737854,0.05,2.445412,2.2953432
35,3.8095827,-1.7250426,1.589686,0.29394776,-1.3188777,-1.570374,-0.03603152185678482,0.05,2.193618,1.7667643
36,2.4717293,-0.35021394,1.4012511,0.44578245,-0.33071187,-1.5005394,0.2235659956932068,0.05,2.9690137,1.9156593
37,0.29327735,1.6102984,2.7769356,0.49774987,1.9475892,-2.976173,0.7202094197273254,0.05,3.363591,1.9944981
38,2.8526008,-0.615561,1.8318037,0.59161717,-0.6251565,-2.224156,-0.18024340271949768,0.05,3.1179187,2.2725549
39,1.8079085,0.25036258,2.1368914,0.066244684,0.16226687,-2.2303584,-0.4394576847553253,0.05,6.165364,2.6868248
40,0.1307067,2.073821,1.2205931,0.28555712,2.0393267,-1.3015198,0.5274728536605835,0.05,2.5797694,1.9239856
