,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_phi,posterior_sigma,posterior_beta3,posterior_rho
0,-1.0107198,3.4361267,-0.14636463,0.12453094,3.2515416,0.79683286,0.42449635,2.7609909,0.48085406
1,0.61646056,1.5043339,-0.22205316,0.3385421,1.5103378,0.76025665,0.39838356,3.8933506,0.31219253
2,0.052783944,2.0626643,-0.082408674,0.20509584,2.031159,0.76529336,0.37589347,3.7660463,0.31563684
3,2.7112346,-0.6814779,-0.21135765,0.29306158,-0.6416797,0.67015994,0.47561082,4.5187745,0.30404896
4,-1.6000488,3.8729608,-0.2383423,0.3302362,3.8378625,0.77245694,0.47023478,4.0183115,0.296398
5,2.1285827,0.042184457,-0.3238234,0.28581718,0.087132394,0.80490804,0.31397057,4.280498,0.2891088
6,2.0429397,0.0295181,-0.15437782,0.21433271,0.11385525,0.78313637,0.4004138,4.021282,0.30067793
7,0.71148664,1.4925573,-0.22824204,0.30987597,1.4855275,0.83317274,0.33268705,4.3276076,0.2636211
8,1.4251895,0.5836255,-0.10261574,0.22087184,0.5928655,0.7661703,0.37784776,4.3521743,0.2851716
9,1.4378399,0.7857602,-0.23094825,0.292337,0.8036964,0.8231826,0.48695007,4.1047206,0.2955948
10,3.9151642,-1.4684674,-0.17189366,0.23008244,-1.4730935,0.8405094,0.5500608,3.8680332,0.33340514
11,0.46912223,1.7840464,-0.18708558,0.25474212,1.8740239,0.82057863,0.39036846,3.7115543,0.34397593
12,1.1823977,0.9980728,-0.16337724,0.21081315,0.9041537,0.8098376,0.36023974,3.9336233,0.32410172
13,-0.4041618,2.5186348,-0.15339215,0.23102844,2.3805645,0.6910823,0.4739902,4.6873465,0.2741812
14,2.3066232,-0.022672271,-0.1592746,0.21893485,-0.0768134,0.8325987,0.4183841,3.6925874,0.34903893
15,0.528289,1.7333142,-0.19908513,0.40967843,1.7352424,0.82929176,0.4627255,4.3492565,0.27175984
