,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7
126,0.13620734,0.49200994,1.0900669,1.1207851,0.093714274,-0.06586463,0.99368286,-0.14732316,0.25958717
127,-0.34201846,0.41228947,0.84079564,1.3250693,-0.9141947,-0.16305272,1.135508,0.88942003,0.44738245
128,0.65987253,0.3903962,1.1687455,1.0104384,0.37701717,0.20766878,0.99477404,-0.51031786,0.027870584
129,-0.48298147,0.3705758,1.6745042,0.47430062,-0.61177635,0.06117793,0.48491257,0.49313307,0.1797931
130,0.084742434,0.37613145,1.0382645,1.1696116,-1.1121144,0.0032147667,1.1905328,1.0947163,0.09572748
131,-0.35982683,0.459174,2.6836433,-0.5092309,1.0588617,0.31861958,-0.42296562,-1.3287292,0.060973875
132,0.36892718,0.41023785,0.8470111,1.367338,0.8960546,-0.5381525,1.3634962,-0.9365499,0.7047482
133,0.5555873,0.3858762,2.4760942,-0.32489565,0.9213659,-0.24346195,-0.37885842,-1.0640808,0.523489
134,-0.82975274,0.28960148,0.37236947,1.8362715,-1.7757756,-0.43122658,1.9220313,1.7845645,0.5914712
135,-0.019333571,0.46049014,0.76629704,1.3921899,-0.017405946,-0.22832066,1.5149544,-0.034721393,0.42097503
136,-0.6448237,0.4104905,2.1544137,0.047768928,-0.24613145,-0.06840788,-0.008924622,0.20962393,0.2839456
137,-0.5808471,0.4162352,2.0651991,0.10093511,-0.6812307,-0.13672376,0.15784563,0.62330914,0.4997935
138,-0.36856064,0.4093041,0.30064452,1.8778683,0.7055627,0.082565986,1.8391113,-0.78387487,0.12346875
139,-0.47166446,0.38086167,0.5863275,1.6487302,0.45573688,0.002458974,1.6962005,-0.61540234,0.2400523
140,-0.70964944,0.30713457,0.36294255,1.7588341,-0.6749747,0.06490133,1.7646855,0.55105114,0.06740552
141,0.15451004,0.46539962,2.1957018,-0.021821894,-2.0660336,0.33181518,-0.11130581,1.8832961,-0.082000665
142,-0.2859095,0.38377312,0.41226116,1.8238043,-0.22882187,-0.33334166,1.748516,0.047921,0.550493
143,-0.52787197,0.35434464,1.8363702,0.35960898,-2.4715576,-0.4768,0.31836048,2.4978185,0.64050055
144,0.037092008,0.4719695,0.30165893,1.931976,-1.1603397,-0.24898745,1.7151319,1.0854747,0.3156368
145,0.5744429,0.40680584,3.4016228,-1.1539485,-1.5881158,-0.72052515,-1.1131302,1.6877462,0.88014686
146,-0.14408161,0.46424276,-2.0155993,4.254135,1.001694,0.009146512,4.138923,-1.2388829,0.2003246
147,0.65151614,0.3980487,0.4784497,1.6657835,1.0441326,-0.20707941,1.6012686,-1.0376757,0.3895739
148,-0.3721977,0.37965778,-0.21930458,2.4443462,1.2006443,-0.44517174,2.4790986,-1.1518583,0.5480418
149,0.19860978,0.4885124,0.6159453,1.5615457,-0.3619332,0.44683188,1.5673558,0.107554324,-0.1371268
150,0.62885827,0.41030172,2.279606,-0.029748708,-0.025231734,0.18301724,-0.15907279,-0.034914456,0.09143741
151,-0.004375706,0.38903126,2.4217188,-0.20128095,1.3046385,-0.81999177,-0.2117839,-1.3557471,1.0904719
152,-0.15063645,0.401941,2.1741977,0.0075644646,0.022240285,-0.09014323,0.10145906,-0.11732813,0.34586772
